2000m SC,3000m,3000m SC,2 Miles,5000m,10000m,Points
10:15.84,14:08.33,17:02.82,15:14.76,24:36.61,52:25.70,314
10:16.26,14:08.89,17:03.60,15:15.36,24:37.60,52:27.86,313
10:16.68,14:09.45,17:04.37,15:15.97,24:38.59,52:30.02,312
10:17.11,14:10.01,17:05.15,15:16.58,24:39.59,52:32.19,311
10:17.53,14:10.57,17:05.93,15:17.19,24:40.59,52:34.35,310
10:17.95,14:11.14,17:06.71,15:17.81,24:41.59,52:36.53,309
10:18.38,14:11.70,17:07.50,15:18.42,24:42.59,52:38.70,308
10:18.80,14:12.27,17:08.28,15:19.03,24:43.59,52:40.88,307
10:19.23,14:12.84,17:09.07,15:19.65,24:44.60,52:43.06,306
10:19.65,14:13.40,17:09.85,15:20.26,24:45.60,52:45.25,305
10:20.08,14:13.97,17:10.64,15:20.88,24:46.61,52:47.44,304
10:20.51,14:14.54,17:11.43,15:21.50,24:47.62,52:49.63,303
10:20.94,14:15.11,17:12.22,15:22.12,24:48.63,52:51.83,302
10:21.37,14:15.68,17:13.01,15:22.74,24:49.65,52:54.03,301
10:21.80,14:16.26,17:13.80,15:23.36,24:50.66,52:56.24,300
10:22.23,14:16.83,17:14.60,15:23.98,24:51.68,52:58.44,299
10:22.66,14:17.40,17:15.39,15:24.60,24:52.70,53:00.66,298
10:23.09,14:17.98,17:16.19,15:25.23,24:53.72,53:02.87,297
10:23.52,14:18.55,17:16.99,15:25.85,24:54.74,53:05.09,296
10:23.96,14:19.13,17:17.79,15:26.48,24:55.76,53:07.31,295
10:24.39,14:19.71,17:18.59,15:27.11,24:56.79,53:09.54,294
10:24.83,14:20.29,17:19.39,15:27.73,24:57.81,53:11.77,293
10:25.26,14:20.87,17:20.20,15:28.36,24:58.84,53:14.01,292
10:25.70,14:21.45,17:21.00,15:28.99,24:59.87,53:16.24,291
10:26.14,14:22.03,17:21.81,15:29.63,25:00.90,53:18.49,290
10:26.57,14:22.62,17:22.62,15:30.26,25:01.94,53:20.73,289
10:27.01,14:23.20,17:23.43,15:30.89,25:02.97,53:22.98,288
10:27.45,14:23.79,17:24.24,15:31.53,25:04.01,53:25.24,287
10:27.89,14:24.37,17:25.05,15:32.16,25:05.05,53:27.49,286
10:28.33,14:24.96,17:25.86,15:32.80,25:06.09,53:29.75,285
10:28.78,14:25.55,17:26.68,15:33.44,25:07.13,53:32.02,284
10:29.22,14:26.14,17:27.49,15:34.08,25:08.18,53:34.29,283
10:29.66,14:26.73,17:28.31,15:34.72,25:09.22,53:36.56,282
10:30.11,14:27.32,17:29.13,15:35.36,25:10.27,53:38.84,281
10:30.55,14:27.91,17:29.95,15:36.00,25:11.32,53:41.12,280
10:31.00,14:28.50,17:30.77,15:36.65,25:12.38,53:43.41,279
10:31.44,14:29.10,17:31.60,15:37.29,25:13.43,53:45.70,278
10:31.89,14:29.70,17:32.42,15:37.94,25:14.49,53:47.99,277
10:32.34,14:30.29,17:33.25,15:38.59,25:15.54,53:50.29,276
10:32.79,14:30.89,17:34.08,15:39.23,25:16.60,53:52.59,275
10:33.24,14:31.49,17:34.91,15:39.88,25:17.66,53:54.90,274
10:33.69,14:32.09,17:35.74,15:40.54,25:18.73,53:57.21,273
10:34.14,14:32.69,17:36.57,15:41.19,25:19.79,53:59.52,272
10:34.59,14:33.29,17:37.41,15:41.84,25:20.86,54:01.84,271
10:35.05,14:33.90,17:38.24,15:42.50,25:21.93,54:04.17,270
10:35.50,14:34.50,17:39.08,15:43.15,25:23.00,54:06.50,269
10:35.95,14:35.11,17:39.92,15:43.81,25:24.08,54:08.83,268
10:36.41,14:35.71,17:40.76,15:44.47,25:25.15,54:11.16,267
10:36.87,14:36.32,17:41.60,15:45.13,25:26.23,54:13.50,266
10:37.32,14:36.93,17:42.44,15:45.79,25:27.31,54:15.85,265
10:37.78,14:37.54,17:43.29,15:46.45,25:28.39,54:18.20,264
10:38.24,14:38.15,17:44.14,15:47.11,25:29.47,54:20.55,263
10:38.70,14:38.76,17:44.98,15:47.78,25:30.56,54:22.91,262
10:39.16,14:39.38,17:45.83,15:48.44,25:31.65,54:25.28,261
10:39.62,14:39.99,17:46.69,15:49.11,25:32.74,54:27.64,260
10:40.09,14:40.61,17:47.54,15:49.78,25:33.83,54:30.02,259
10:40.55,14:41.22,17:48.39,15:50.45,25:34.92,54:32.39,258
10:41.02,14:41.84,17:49.25,15:51.12,25:36.02,54:34.77,257
10:41.48,14:42.46,17:50.11,15:51.79,25:37.12,54:37.16,256
10:41.95,14:43.08,17:50.97,15:52.46,25:38.22,54:39.55,255
10:42.41,14:43.70,17:51.83,15:53.14,25:39.32,54:41.95,254
10:42.88,14:44.33,17:52.69,15:53.82,25:40.42,54:44.35,253
10:43.35,14:44.95,17:53.56,15:54.49,25:41.53,54:46.75,252
10:43.82,14:45.58,17:54.43,15:55.17,25:42.64,54:49.16,251
10:44.29,14:46.21,17:55.29,15:55.85,25:43.75,54:51.57,250
10:44.76,14:46.83,17:56.16,15:56.53,25:44.87,54:53.99,249
10:45.24,14:47.46,17:57.04,15:57.22,25:45.98,54:56.42,248
10:45.71,14:48.09,17:57.91,15:57.90,25:47.10,54:58.85,247
10:46.19,14:48.73,17:58.79,15:58.59,25:48.22,55:01.28,246
10:46.66,14:49.36,17:59.66,15:59.27,25:49.34,55:03.72,245
10:47.14,14:49.99,18:00.54,15:59.96,25:50.47,55:06.16,244
10:47.62,14:50.63,18:01.42,16:00.65,25:51.59,55:08.61,243
10:48.09,14:51.27,18:02.31,16:01.34,25:52.72,55:11.07,242
10:48.57,14:51.91,18:03.19,16:02.04,25:53.86,55:13.53,241
10:49.05,14:52.55,18:04.08,16:02.73,25:54.99,55:15.99,240
10:49.54,14:53.19,18:04.97,16:03.43,25:56.13,55:18.46,239
10:50.02,14:53.83,18:05.86,16:04.12,25:57.27,55:20.93,238
10:50.50,14:54.47,18:06.75,16:04.82,25:58.41,55:23.41,237
10:50.99,14:55.12,18:07.64,16:05.52,25:59.55,55:25.90,236
10:51.47,14:55.76,18:08.54,16:06.22,26:00.70,55:28.39,235
10:51.96,14:56.41,18:09.43,16:06.93,26:01.85,55:30.88,234
10:52.45,14:57.06,18:10.33,16:07.63,26:03.00,55:33.38,233
10:52.94,14:57.71,18:11.24,16:08.34,26:04.15,55:35.89,232
10:53.43,14:58.36,18:12.14,16:09.04,26:05.31,55:38.40,231
10:53.92,14:59.02,18:13.04,16:09.75,26:06.47,55:40.92,230
10:54.41,14:59.67,18:13.95,16:10.46,26:07.63,55:43.44,229
10:54.90,15:00.33,18:14.86,16:11.18,26:08.79,55:45.97,228
10:55.40,15:00.99,18:15.77,16:11.89,26:09.96,55:48.50,227
10:55.89,15:01.65,18:16.69,16:12.61,26:11.13,55:51.04,226
10:56.39,15:02.31,18:17.60,16:13.32,26:12.30,55:53.59,225
10:56.89,15:02.97,18:18.52,16:14.04,26:13.47,55:56.14,224
10:57.38,15:03.63,18:19.44,16:14.76,26:14.65,55:58.69,223
10:57.88,15:04.30,18:20.36,16:15.48,26:15.83,56:01.25,222
10:58.38,15:04.97,18:21.28,16:16.21,26:17.01,56:03.82,221
10:58.89,15:05.63,18:22.21,16:16.93,26:18.19,56:06.40,220
10:59.39,15:06.30,18:23.14,16:17.66,26:19.38,56:08.98,219
10:59.89,15:06.98,18:24.07,16:18.39,26:20.57,56:11.56,218
11:00.40,15:07.65,18:25.00,16:19.12,26:21.76,56:14.15,217
11:00.91,15:08.32,18:25.93,16:19.85,26:22.96,56:16.75,216
11:01.41,15:09.00,18:26.87,16:20.58,26:24.16,56:19.35,215
11:01.92,15:09.68,18:27.81,16:21.32,26:25.36,56:21.96,214
11:02.43,15:10.36,18:28.75,16:22.05,26:26.56,56:24.58,213
11:02.94,15:11.04,18:29.69,16:22.79,26:27.77,56:27.20,212
11:03.46,15:11.72,18:30.64,16:23.53,26:28.98,56:29.83,211
11:03.97,15:12.40,18:31.59,16:24.27,26:30.19,56:32.46,210
11:04.49,15:13.09,18:32.54,16:25.02,26:31.41,56:35.10,209
11:05.00,15:13.77,18:33.49,16:25.76,26:32.62,56:37.75,208
11:05.52,15:14.46,18:34.44,16:26.51,26:33.84,56:40.40,207
11:06.04,15:15.15,18:35.40,16:27.26,26:35.07,56:43.06,206
11:06.56,15:15.85,18:36.36,16:28.01,26:36.30,56:45.72,205
11:07.08,15:16.54,18:37.32,16:28.76,26:37.53,56:48.40,204
11:07.60,15:17.24,18:38.28,16:29.52,26:38.76,56:51.07,203
11:08.13,15:17.93,18:39.25,16:30.27,26:39.99,56:53.76,202
11:08.65,15:18.63,18:40.22,16:31.03,26:41.23,56:56.45,201
11:09.18,15:19.33,18:41.19,16:31.79,26:42.48,56:59.15,200
11:09.70,15:20.04,18:42.16,16:32.56,26:43.72,57:01.86,199
11:10.23,15:20.74,18:43.14,16:33.32,26:44.97,57:04.57,198
11:10.76,15:21.45,18:44.11,16:34.09,26:46.22,57:07.29,197
11:11.30,15:22.15,18:45.09,16:34.85,26:47.48,57:10.01,196
11:11.83,15:22.86,18:46.08,16:35.62,26:48.73,57:12.75,195
11:12.36,15:23.57,18:47.06,16:36.40,26:50.00,57:15.49,194
11:12.90,15:24.29,18:48.05,16:37.17,26:51.26,57:18.23,193
11:13.44,15:25.00,18:49.04,16:37.95,26:52.53,57:20.99,192
11:13.97,15:25.72,18:50.04,16:38.72,26:53.80,57:23.75,191
11:14.51,15:26.44,18:51.03,16:39.50,26:55.07,57:26.52,190
11:15.06,15:27.16,18:52.03,16:40.29,26:56.35,57:29.29,189
11:15.60,15:27.88,18:53.03,16:41.07,26:57.63,57:32.08,188
11:16.14,15:28.61,18:54.04,16:41.86,26:58.92,57:34.87,187
11:16.69,15:29.33,18:55.04,16:42.64,27:00.21,57:37.67,186
11:17.24,15:30.06,18:56.05,16:43.43,27:01.50,57:40.47,185
11:17.78,15:30.79,18:57.06,16:44.23,27:02.79,57:43.29,184
11:18.34,15:31.53,18:58.08,16:45.02,27:04.09,57:46.11,183
11:18.89,15:32.26,18:59.10,16:45.82,27:05.39,57:48.94,182
11:19.44,15:33.00,19:00.12,16:46.62,27:06.70,57:51.77,181
11:20.00,15:33.74,19:01.14,16:47.42,27:08.01,57:54.62,180
11:20.55,15:34.48,19:02.17,16:48.22,27:09.32,57:57.47,179
11:21.11,15:35.22,19:03.19,16:49.03,27:10.64,58:00.33,178
11:21.67,15:35.96,19:04.23,16:49.84,27:11.96,58:03.20,177
11:22.23,15:36.71,19:05.26,16:50.65,27:13.28,58:06.07,176
11:22.79,15:37.46,19:06.30,16:51.46,27:14.61,58:08.96,175
11:23.36,15:38.21,19:07.34,16:52.27,27:15.94,58:11.85,174
11:23.92,15:38.96,19:08.38,16:53.09,27:17.28,58:14.75,173
11:24.49,15:39.72,19:09.43,16:53.91,27:18.62,58:17.66,172
11:25.06,15:40.48,19:10.48,16:54.73,27:19.96,58:20.58,171
11:25.63,15:41.24,19:11.53,16:55.56,27:21.31,58:23.51,170
11:26.20,15:42.00,19:12.59,16:56.39,27:22.66,58:26.44,169
11:26.78,15:42.76,19:13.65,16:57.21,27:24.01,58:29.38,168
11:27.35,15:43.53,19:14.71,16:58.05,27:25.37,58:32.34,167
11:27.93,15:44.30,19:15.77,16:58.88,27:26.73,58:35.30,166
11:28.51,15:45.07,19:16.84,16:59.72,27:28.10,58:38.27,165
11:29.09,15:45.84,19:17.91,17:00.56,27:29.47,58:41.25,164
11:29.67,15:46.62,19:18.99,17:01.40,27:30.85,58:44.24,163
11:30.26,15:47.40,19:20.07,17:02.24,27:32.23,58:47.24,162
11:30.84,15:48.18,19:21.15,17:03.09,27:33.61,58:50.24,161
11:31.43,15:48.96,19:22.23,17:03.94,27:35.00,58:53.26,160
11:32.02,15:49.75,19:23.32,17:04.79,27:36.39,58:56.28,159
11:32.62,15:50.54,19:24.41,17:05.65,27:37.79,58:59.32,158
11:33.21,15:51.33,19:25.51,17:06.51,27:39.19,59:02.36,157
11:33.81,15:52.12,19:26.61,17:07.37,27:40.60,59:05.42,156
11:34.40,15:52.92,19:27.71,17:08.23,27:42.01,59:08.48,155
11:35.00,15:53.72,19:28.82,17:09.10,27:43.42,59:11.56,154
11:35.60,15:54.52,19:29.93,17:09.96,27:44.84,59:14.64,153
11:36.21,15:55.32,19:31.04,17:10.84,27:46.27,59:17.74,152
11:36.81,15:56.13,19:32.16,17:11.71,27:47.70,59:20.84,151
11:37.42,15:56.93,19:33.28,17:12.59,27:49.13,59:23.96,150
11:38.03,15:57.75,19:34.40,17:13.47,27:50.57,59:27.08,149
11:38.64,15:58.56,19:35.53,17:14.35,27:52.01,59:30.22,148
11:39.26,15:59.38,19:36.66,17:15.24,27:53.46,59:33.36,147
11:39.87,16:00.20,19:37.80,17:16.13,27:54.91,59:36.52,146
11:40.49,16:01.02,19:38.94,17:17.02,27:56.37,59:39.69,145
11:41.11,16:01.85,19:40.08,17:17.92,27:57.84,59:42.87,144
11:41.73,16:02.67,19:41.23,17:18.82,27:59.30,59:46.06,143
11:42.36,16:03.50,19:42.38,17:19.72,28:00.78,59:49.26,142
11:42.98,16:04.34,19:43.54,17:20.62,28:02.26,59:52.47,141
11:43.61,16:05.18,19:44.69,17:21.53,28:03.74,59:55.70,140
11:44.24,16:06.02,19:45.86,17:22.44,28:05.23,59:58.93,139
11:44.88,16:06.86,19:47.03,17:23.36,28:06.73,1:00:02.18,138
11:45.51,16:07.71,19:48.20,17:24.27,28:08.23,1:00:05.44,137
11:46.15,16:08.56,19:49.38,17:25.20,28:09.73,1:00:08.71,136
11:46.79,16:09.41,19:50.56,17:26.12,28:11.24,1:00:11.99,135
11:47.43,16:10.26,19:51.74,17:27.05,28:12.76,1:00:15.29,134
11:48.08,16:11.12,19:52.93,17:27.98,28:14.28,1:00:18.59,133
11:48.73,16:11.98,19:54.13,17:28.92,28:15.81,1:00:21.91,132
11:49.38,16:12.85,19:55.32,17:29.86,28:17.34,1:00:25.25,131
11:50.03,16:13.72,19:56.53,17:30.80,28:18.88,1:00:28.59,130
11:50.68,16:14.59,19:57.74,17:31.74,28:20.43,1:00:31.95,129
11:51.34,16:15.47,19:58.95,17:32.69,28:21.98,1:00:35.32,128
11:52.00,16:16.34,20:00.17,17:33.65,28:23.54,1:00:38.70,127
11:52.66,16:17.23,20:01.39,17:34.60,28:25.10,1:00:42.10,126
11:53.33,16:18.11,20:02.62,17:35.57,28:26.67,1:00:45.51,125
11:54.00,16:19.00,20:03.85,17:36.53,28:28.25,1:00:48.94,124
11:54.67,16:19.89,20:05.08,17:37.50,28:29.83,1:00:52.38,123
11:55.34,16:20.79,20:06.33,17:38.47,28:31.42,1:00:55.83,122
11:56.02,16:21.69,20:07.57,17:39.45,28:33.02,1:00:59.30,121
11:56.70,16:22.60,20:08.83,17:40.43,28:34.62,1:01:02.78,120
11:57.38,16:23.50,20:10.08,17:41.41,28:36.23,1:01:06.27,119
11:58.06,16:24.41,20:11.35,17:42.40,28:37.84,1:01:09.78,118
11:58.75,16:25.33,20:12.61,17:43.40,28:39.47,1:01:13.31,117
11:59.44,16:26.25,20:13.89,17:44.39,28:41.10,1:01:16.85,116
12:00.13,16:27.17,20:15.17,17:45.40,28:42.73,1:01:20.40,115
12:00.83,16:28.10,20:16.45,17:46.40,28:44.38,1:01:23.98,114
12:01.53,16:29.03,20:17.74,17:47.41,28:46.03,1:01:27.56,113
12:02.23,16:29.97,20:19.04,17:48.43,28:47.69,1:01:31.17,112
12:02.94,16:30.91,20:20.34,17:49.45,28:49.35,1:01:34.78,111
12:03.65,16:31.85,20:21.65,17:50.47,28:51.03,1:01:38.42,110
12:04.36,16:32.80,20:22.96,17:51.50,28:52.71,1:01:42.07,109
12:05.08,16:33.75,20:24.28,17:52.53,28:54.39,1:01:45.74,108
12:05.79,16:34.71,20:25.61,17:53.57,28:56.09,1:01:49.43,107
12:06.52,16:35.67,20:26.94,17:54.61,28:57.80,1:01:53.13,106
12:07.24,16:36.64,20:28.28,17:55.66,28:59.51,1:01:56.85,105
12:07.97,16:37.61,20:29.62,17:56.72,29:01.23,1:02:00.59,104
12:08.70,16:38.58,20:30.97,17:57.77,29:02.96,1:02:04.34,103
12:09.44,16:39.56,20:32.33,17:58.84,29:04.70,1:02:08.12,102
12:10.18,16:40.55,20:33.70,17:59.91,29:06.44,1:02:11.91,101
12:10.92,16:41.54,20:35.07,18:00.98,29:08.20,1:02:15.72,100
12:11.67,16:42.53,20:36.44,18:02.06,29:09.96,1:02:19.55,99
12:12.42,16:43.53,20:37.83,18:03.14,29:11.73,1:02:23.40,98
12:13.18,16:44.54,20:39.22,18:04.23,29:13.51,1:02:27.27,97
12:13.94,16:45.55,20:40.62,18:05.33,29:15.30,1:02:31.16,96
12:14.70,16:46.56,20:42.03,18:06.43,29:17.10,1:02:35.07,95
12:15.47,16:47.58,20:43.44,18:07.54,29:18.91,1:02:39.01,94
12:16.24,16:48.61,20:44.86,18:08.65,29:20.73,1:02:42.96,93
12:17.01,16:49.64,20:46.29,18:09.77,29:22.56,1:02:46.93,92
12:17.79,16:50.68,20:47.73,18:10.90,29:24.40,1:02:50.93,91
12:18.57,16:51.72,20:49.17,18:12.03,29:26.25,1:02:54.94,90
12:19.36,16:52.77,20:50.63,18:13.17,29:28.11,1:02:58.98,89
12:20.15,16:53.82,20:52.09,18:14.31,29:29.98,1:03:03.04,88
12:20.95,16:54.89,20:53.56,18:15.46,29:31.86,1:03:07.13,87
12:21.75,16:55.95,20:55.04,18:16.62,29:33.75,1:03:11.24,86
12:22.56,16:57.03,20:56.52,18:17.78,29:35.65,1:03:15.37,85
12:23.37,16:58.11,20:58.02,18:18.96,29:37.57,1:03:19.53,84
12:24.18,16:59.19,20:59.52,18:20.13,29:39.49,1:03:23.71,83
12:25.01,17:00.28,21:01.04,18:21.32,29:41.43,1:03:27.92,82
12:25.83,17:01.38,21:02.56,18:22.51,29:43.38,1:03:32.15,81
12:26.66,17:02.49,21:04.09,18:23.71,29:45.34,1:03:36.41,80
12:27.50,17:03.60,21:05.63,18:24.92,29:47.31,1:03:40.69,79
12:28.34,17:04.72,21:07.18,18:26.13,29:49.29,1:03:45.01,78
12:29.19,17:05.85,21:08.75,18:27.36,29:51.29,1:03:49.35,77
12:30.04,17:06.98,21:10.32,18:28.59,29:53.30,1:03:53.72,76
12:30.90,17:08.13,21:11.90,18:29.83,29:55.33,1:03:58.12,75
12:31.76,17:09.27,21:13.49,18:31.07,29:57.37,1:04:02.54,74
12:32.63,17:10.43,21:15.10,18:32.33,29:59.42,1:04:07.00,73
12:33.50,17:11.60,21:16.71,18:33.59,30:01.48,1:04:11.49,72
12:34.39,17:12.77,21:18.34,18:34.87,30:03.56,1:04:16.01,71
12:35.27,17:13.95,21:19.97,18:36.15,30:05.66,1:04:20.56,70
12:36.17,17:15.14,21:21.62,18:37.44,30:07.77,1:04:25.14,69
12:37.07,17:16.34,21:23.28,18:38.74,30:09.89,1:04:29.76,68
12:37.97,17:17.55,21:24.96,18:40.05,30:12.04,1:04:34.41,67
12:38.89,17:18.77,21:26.64,18:41.37,30:14.19,1:04:39.10,66
12:39.81,17:19.99,21:28.34,18:42.70,30:16.37,1:04:43.82,65
12:40.74,17:21.23,21:30.05,18:44.04,30:18.56,1:04:48.58,64
12:41.67,17:22.47,21:31.78,18:45.39,30:20.76,1:04:53.37,63
12:42.62,17:23.73,21:33.52,18:46.76,30:22.99,1:04:58.21,62
12:43.57,17:24.99,21:35.27,18:48.13,30:25.23,1:05:03.08,61
12:44.52,17:26.27,21:37.04,18:49.51,30:27.49,1:05:07.99,60
12:45.49,17:27.56,21:38.82,18:50.91,30:29.77,1:05:12.95,59
12:46.47,17:28.85,21:40.62,18:52.32,30:32.07,1:05:17.94,58
12:47.45,17:30.16,21:42.43,18:53.74,30:34.39,1:05:22.98,57
12:48.44,17:31.48,21:44.26,18:55.17,30:36.73,1:05:28.07,56
12:49.44,17:32.81,21:46.10,18:56.61,30:39.09,1:05:33.20,55
12:50.45,17:34.16,21:47.96,18:58.07,30:41.48,1:05:38.37,54
12:51.47,17:35.52,21:49.84,18:59.54,30:43.88,1:05:43.60,53
12:52.50,17:36.88,21:51.74,19:01.03,30:46.31,1:05:48.87,52
12:53.54,17:38.27,21:53.66,19:02.53,30:48.76,1:05:54.20,51
12:54.59,17:39.66,21:55.59,19:04.04,30:51.24,1:05:59.57,50
12:55.65,17:41.07,21:57.54,19:05.57,30:53.74,1:06:05.00,49
12:56.72,17:42.50,21:59.52,19:07.12,30:56.26,1:06:10.49,48
12:57.80,17:43.94,22:01.51,19:08.68,30:58.81,1:06:16.04,47
12:58.89,17:45.39,22:03.53,19:10.26,31:01.39,1:06:21.64,46
13:00.00,17:46.87,22:05.57,19:11.86,31:04.00,1:06:27.31,45
13:01.11,17:48.35,22:07.63,19:13.47,31:06.64,1:06:33.03,44
13:02.24,17:49.86,22:09.71,19:15.10,31:09.31,1:06:38.83,43
13:03.39,17:51.38,22:11.82,19:16.75,31:12.00,1:06:44.69,42
13:04.54,17:52.92,22:13.95,19:18.43,31:14.73,1:06:50.62,41
13:05.71,17:54.48,22:16.11,19:20.12,31:17.50,1:06:56.63,40
13:06.90,17:56.06,22:18.30,19:21.83,31:20.30,1:07:02.71,39
13:08.10,17:57.66,22:20.52,19:23.57,31:23.13,1:07:08.87,38
13:09.32,17:59.28,22:22.76,19:25.32,31:26.00,1:07:15.11,37
13:10.55,18:00.92,22:25.04,19:27.11,31:28.92,1:07:21.43,36
13:11.80,18:02.59,22:27.34,19:28.91,31:31.87,1:07:27.85,35
13:13.07,18:04.28,22:29.69,19:30.75,31:34.86,1:07:34.35,34
13:14.36,18:05.99,22:32.06,19:32.61,31:37.90,1:07:40.95,33
13:15.67,18:07.73,22:34.47,19:34.49,31:40.99,1:07:47.66,32
13:17.00,18:09.50,22:36.92,19:36.41,31:44.12,1:07:54.47,31
13:18.35,18:11.30,22:39.41,19:38.36,31:47.31,1:08:01.39,30
13:19.72,18:13.12,22:41.94,19:40.34,31:50.55,1:08:08.42,29
13:21.11,18:14.98,22:44.52,19:42.36,31:53.84,1:08:15.58,28
13:22.54,18:16.87,22:47.14,19:44.41,31:57.19,1:08:22.87,27
13:23.98,18:18.80,22:49.81,19:46.51,32:00.61,1:08:30.29,26
13:25.46,18:20.77,22:52.53,19:48.64,32:04.10,1:08:37.86,25
13:26.97,18:22.77,22:55.31,19:50.81,32:07.65,1:08:45.58,24
13:28.50,18:24.82,22:58.14,19:53.03,32:11.28,1:08:53.46,23
13:30.07,18:26.91,23:01.04,19:55.30,32:14.99,1:09:01.52,22
13:31.68,18:29.05,23:04.01,19:57.63,32:18.78,1:09:09.76,21
13:33.33,18:31.24,23:07.04,20:00.00,32:22.67,1:09:18.20,20
13:35.02,18:33.49,23:10.16,20:02.44,32:26.65,1:09:26.86,19
13:36.75,18:35.80,23:13.35,20:04.94,32:30.74,1:09:35.74,18
13:38.53,18:38.17,23:16.64,20:07.52,32:34.94,1:09:44.88,17
13:40.37,18:40.61,23:20.02,20:10.17,32:39.28,1:09:54.29,16
13:42.26,18:43.13,23:23.52,20:12.90,32:43.74,1:10:03.99,15
13:44.22,18:45.74,23:27.13,20:15.73,32:48.36,1:10:14.03,14
13:46.25,18:48.44,23:30.87,20:18.66,32:53.15,1:10:24.43,13
13:48.36,18:51.25,23:34.76,20:21.71,32:58.13,1:10:35.24,12
13:50.55,18:54.17,23:38.81,20:24.88,33:03.32,1:10:46.51,11
13:52.85,18:57.24,23:43.05,20:28.21,33:08.75,1:10:58.31,10
13:55.27,19:00.46,23:47.52,20:31.70,33:14.46,1:11:10.71,9
13:57.83,19:03.86,23:52.23,20:35.39,33:20.49,1:11:23.83,8
14:00.55,19:07.49,23:57.26,20:39.33,33:26.92,1:11:37.79,7
14:03.48,19:11.38,24:02.65,20:43.55,33:33.82,1:11:52.79,6
14:06.66,19:15.62,24:08.52,20:48.15,33:41.33,1:12:09.10,5
14:10.18,19:20.30,24:15.01,20:53.23,33:49.64,1:12:27.14,4
14:14.18,19:25.62,24:22.38,20:59.00,33:59.06,1:12:47.62,3
14:18.91,19:31.93,24:31.11,21:05.84,34:10.24,1:13:11.91,2
14:25.09,19:40.15,24:42.50,21:14.76,34:24.82,1:13:43.57,1
