600m,800m,1000m,1500m,Mile,2000m,Points
1:41.93,2:22.43,3:06.27,4:57.68,5:21.02,6:48.77,310
1:41.98,2:22.49,3:06.36,4:57.82,5:21.17,6:48.97,309
1:42.03,2:22.55,3:06.44,4:57.96,5:21.32,6:49.16,308
1:42.07,2:22.62,3:06.53,4:58.10,5:21.47,6:49.35,307
1:42.12,2:22.68,3:06.62,4:58.24,5:21.63,6:49.55,306
1:42.17,2:22.75,3:06.70,4:58.39,5:21.78,6:49.74,305
1:42.21,2:22.81,3:06.79,4:58.53,5:21.93,6:49.93,304
1:42.26,2:22.88,3:06.88,4:58.67,5:22.08,6:50.13,303
1:42.31,2:22.94,3:06.97,4:58.81,5:22.24,6:50.32,302
1:42.36,2:23.01,3:07.06,4:58.96,5:22.39,6:50.52,301
1:42.40,2:23.07,3:07.14,4:59.10,5:22.54,6:50.71,300
1:42.45,2:23.13,3:07.23,4:59.24,5:22.70,6:50.91,299
1:42.50,2:23.20,3:07.32,4:59.39,5:22.85,6:51.10,298
1:42.55,2:23.27,3:07.41,4:59.53,5:23.01,6:51.30,297
1:42.60,2:23.33,3:07.50,4:59.67,5:23.16,6:51.50,296
1:42.64,2:23.40,3:07.59,4:59.82,5:23.32,6:51.69,295
1:42.69,2:23.46,3:07.67,4:59.96,5:23.47,6:51.89,294
1:42.74,2:23.53,3:07.76,5:00.11,5:23.63,6:52.09,293
1:42.79,2:23.59,3:07.85,5:00.25,5:23.79,6:52.29,292
1:42.84,2:23.66,3:07.94,5:00.40,5:23.94,6:52.49,291
1:42.88,2:23.72,3:08.03,5:00.54,5:24.10,6:52.68,290
1:42.93,2:23.79,3:08.12,5:00.69,5:24.26,6:52.88,289
1:42.98,2:23.86,3:08.21,5:00.83,5:24.41,6:53.08,288
1:43.03,2:23.92,3:08.30,5:00.98,5:24.57,6:53.28,287
1:43.08,2:23.99,3:08.39,5:01.13,5:24.73,6:53.48,286
1:43.13,2:24.06,3:08.48,5:01.27,5:24.89,6:53.68,285
1:43.18,2:24.12,3:08.57,5:01.42,5:25.04,6:53.88,284
1:43.23,2:24.19,3:08.66,5:01.57,5:25.20,6:54.08,283
1:43.28,2:24.26,3:08.75,5:01.71,5:25.36,6:54.29,282
1:43.32,2:24.32,3:08.84,5:01.86,5:25.52,6:54.49,281
1:43.37,2:24.39,3:08.94,5:02.01,5:25.68,6:54.69,280
1:43.42,2:24.46,3:09.03,5:02.16,5:25.84,6:54.89,279
1:43.47,2:24.52,3:09.12,5:02.31,5:26.00,6:55.09,278
1:43.52,2:24.59,3:09.21,5:02.46,5:26.16,6:55.30,277
1:43.57,2:24.66,3:09.30,5:02.61,5:26.32,6:55.50,276
1:43.62,2:24.73,3:09.39,5:02.76,5:26.48,6:55.71,275
1:43.67,2:24.80,3:09.49,5:02.90,5:26.64,6:55.91,274
1:43.72,2:24.86,3:09.58,5:03.05,5:26.80,6:56.11,273
1:43.77,2:24.93,3:09.67,5:03.20,5:26.96,6:56.32,272
1:43.82,2:25.00,3:09.76,5:03.36,5:27.13,6:56.53,271
1:43.87,2:25.07,3:09.86,5:03.51,5:27.29,6:56.73,270
1:43.92,2:25.14,3:09.95,5:03.66,5:27.45,6:56.94,269
1:43.97,2:25.20,3:10.04,5:03.81,5:27.61,6:57.14,268
1:44.02,2:25.27,3:10.13,5:03.96,5:27.78,6:57.35,267
1:44.07,2:25.34,3:10.23,5:04.11,5:27.94,6:57.56,266
1:44.12,2:25.41,3:10.32,5:04.26,5:28.11,6:57.77,265
1:44.17,2:25.48,3:10.42,5:04.42,5:28.27,6:57.97,264
1:44.23,2:25.55,3:10.51,5:04.57,5:28.43,6:58.18,263
1:44.28,2:25.62,3:10.60,5:04.72,5:28.60,6:58.39,262
1:44.33,2:25.69,3:10.70,5:04.88,5:28.76,6:58.60,261
1:44.38,2:25.76,3:10.79,5:05.03,5:28.93,6:58.81,260
1:44.43,2:25.83,3:10.89,5:05.18,5:29.09,6:59.02,259
1:44.48,2:25.90,3:10.98,5:05.34,5:29.26,6:59.23,258
1:44.53,2:25.97,3:11.08,5:05.49,5:29.43,6:59.44,257
1:44.58,2:26.04,3:11.17,5:05.65,5:29.59,6:59.65,256
1:44.64,2:26.11,3:11.27,5:05.80,5:29.76,6:59.87,255
1:44.69,2:26.18,3:11.36,5:05.96,5:29.93,7:00.08,254
1:44.74,2:26.25,3:11.46,5:06.11,5:30.10,7:00.29,253
1:44.79,2:26.32,3:11.56,5:06.27,5:30.26,7:00.50,252
1:44.84,2:26.39,3:11.65,5:06.43,5:30.43,7:00.72,251
1:44.90,2:26.46,3:11.75,5:06.58,5:30.60,7:00.93,250
1:44.95,2:26.53,3:11.84,5:06.74,5:30.77,7:01.15,249
1:45.00,2:26.60,3:11.94,5:06.90,5:30.94,7:01.36,248
1:45.05,2:26.68,3:12.04,5:07.05,5:31.11,7:01.58,247
1:45.10,2:26.75,3:12.14,5:07.21,5:31.28,7:01.79,246
1:45.16,2:26.82,3:12.23,5:07.37,5:31.45,7:02.01,245
1:45.21,2:26.89,3:12.33,5:07.53,5:31.62,7:02.22,244
1:45.26,2:26.96,3:12.43,5:07.69,5:31.79,7:02.44,243
1:45.32,2:27.03,3:12.53,5:07.85,5:31.96,7:02.66,242
1:45.37,2:27.11,3:12.62,5:08.01,5:32.13,7:02.88,241
1:45.42,2:27.18,3:12.72,5:08.17,5:32.31,7:03.09,240
1:45.48,2:27.25,3:12.82,5:08.33,5:32.48,7:03.31,239
1:45.53,2:27.32,3:12.92,5:08.49,5:32.65,7:03.53,238
1:45.58,2:27.40,3:13.02,5:08.65,5:32.82,7:03.75,237
1:45.64,2:27.47,3:13.12,5:08.81,5:33.00,7:03.97,236
1:45.69,2:27.54,3:13.22,5:08.97,5:33.17,7:04.19,235
1:45.74,2:27.62,3:13.32,5:09.13,5:33.35,7:04.41,234
1:45.80,2:27.69,3:13.42,5:09.30,5:33.52,7:04.64,233
1:45.85,2:27.76,3:13.52,5:09.46,5:33.70,7:04.86,232
1:45.91,2:27.84,3:13.62,5:09.62,5:33.87,7:05.08,231
1:45.96,2:27.91,3:13.72,5:09.78,5:34.05,7:05.30,230
1:46.02,2:27.99,3:13.82,5:09.95,5:34.22,7:05.53,229
1:46.07,2:28.06,3:13.92,5:10.11,5:34.40,7:05.75,228
1:46.12,2:28.14,3:14.02,5:10.28,5:34.58,7:05.98,227
1:46.18,2:28.21,3:14.12,5:10.44,5:34.75,7:06.20,226
1:46.23,2:28.29,3:14.22,5:10.61,5:34.93,7:06.43,225
1:46.29,2:28.36,3:14.33,5:10.77,5:35.11,7:06.65,224
1:46.34,2:28.44,3:14.43,5:10.94,5:35.29,7:06.88,223
1:46.40,2:28.51,3:14.53,5:11.10,5:35.47,7:07.10,222
1:46.46,2:28.59,3:14.63,5:11.27,5:35.65,7:07.33,221
1:46.51,2:28.66,3:14.74,5:11.44,5:35.83,7:07.56,220
1:46.57,2:28.74,3:14.84,5:11.60,5:36.01,7:07.79,219
1:46.62,2:28.81,3:14.94,5:11.77,5:36.19,7:08.02,218
1:46.68,2:28.89,3:15.05,5:11.94,5:36.37,7:08.25,217
1:46.73,2:28.97,3:15.15,5:12.11,5:36.55,7:08.48,216
1:46.79,2:29.04,3:15.25,5:12.28,5:36.73,7:08.71,215
1:46.85,2:29.12,3:15.36,5:12.45,5:36.91,7:08.94,214
1:46.90,2:29.20,3:15.46,5:12.62,5:37.10,7:09.17,213
1:46.96,2:29.27,3:15.57,5:12.79,5:37.28,7:09.40,212
1:47.02,2:29.35,3:15.67,5:12.96,5:37.46,7:09.64,211
1:47.07,2:29.43,3:15.78,5:13.13,5:37.65,7:09.87,210
1:47.13,2:29.51,3:15.88,5:13.30,5:37.83,7:10.10,209
1:47.19,2:29.58,3:15.99,5:13.47,5:38.01,7:10.34,208
1:47.25,2:29.66,3:16.09,5:13.64,5:38.20,7:10.57,207
1:47.30,2:29.74,3:16.20,5:13.82,5:38.39,7:10.81,206
1:47.36,2:29.82,3:16.31,5:13.99,5:38.57,7:11.04,205
1:47.42,2:29.90,3:16.41,5:14.16,5:38.76,7:11.28,204
1:47.48,2:29.98,3:16.52,5:14.34,5:38.95,7:11.52,203
1:47.53,2:30.05,3:16.63,5:14.51,5:39.13,7:11.76,202
1:47.59,2:30.13,3:16.73,5:14.69,5:39.32,7:12.00,201
1:47.65,2:30.21,3:16.84,5:14.86,5:39.51,7:12.23,200
1:47.71,2:30.29,3:16.95,5:15.04,5:39.70,7:12.47,199
1:47.77,2:30.37,3:17.06,5:15.21,5:39.89,7:12.71,198
1:47.83,2:30.45,3:17.17,5:15.39,5:40.08,7:12.96,197
1:47.89,2:30.53,3:17.28,5:15.57,5:40.27,7:13.20,196
1:47.94,2:30.61,3:17.38,5:15.74,5:40.46,7:13.44,195
1:48.00,2:30.69,3:17.49,5:15.92,5:40.65,7:13.68,194
1:48.06,2:30.77,3:17.60,5:16.10,5:40.84,7:13.93,193
1:48.12,2:30.86,3:17.71,5:16.28,5:41.03,7:14.17,192
1:48.18,2:30.94,3:17.82,5:16.46,5:41.23,7:14.41,191
1:48.24,2:31.02,3:17.93,5:16.64,5:41.42,7:14.66,190
1:48.30,2:31.10,3:18.05,5:16.82,5:41.62,7:14.90,189
1:48.36,2:31.18,3:18.16,5:17.00,5:41.81,7:15.15,188
1:48.42,2:31.26,3:18.27,5:17.18,5:42.00,7:15.40,187
1:48.48,2:31.35,3:18.38,5:17.36,5:42.20,7:15.65,186
1:48.54,2:31.43,3:18.49,5:17.54,5:42.40,7:15.90,185
1:48.60,2:31.51,3:18.60,5:17.72,5:42.59,7:16.14,184
1:48.66,2:31.59,3:18.72,5:17.91,5:42.79,7:16.39,183
1:48.73,2:31.68,3:18.83,5:18.09,5:42.99,7:16.65,182
1:48.79,2:31.76,3:18.94,5:18.28,5:43.18,7:16.90,181
1:48.85,2:31.84,3:19.06,5:18.46,5:43.38,7:17.15,180
1:48.91,2:31.93,3:19.17,5:18.64,5:43.58,7:17.40,179
1:48.97,2:32.01,3:19.28,5:18.83,5:43.78,7:17.65,178
1:49.03,2:32.10,3:19.40,5:19.02,5:43.98,7:17.91,177
1:49.10,2:32.18,3:19.51,5:19.20,5:44.18,7:18.16,176
1:49.16,2:32.27,3:19.63,5:19.39,5:44.39,7:18.42,175
1:49.22,2:32.35,3:19.74,5:19.58,5:44.59,7:18.68,174
1:49.28,2:32.44,3:19.86,5:19.77,5:44.79,7:18.93,173
1:49.35,2:32.52,3:19.98,5:19.95,5:44.99,7:19.19,172
1:49.41,2:32.61,3:20.09,5:20.14,5:45.20,7:19.45,171
1:49.47,2:32.69,3:20.21,5:20.33,5:45.40,7:19.71,170
1:49.54,2:32.78,3:20.33,5:20.52,5:45.61,7:19.97,169
1:49.60,2:32.87,3:20.44,5:20.72,5:45.81,7:20.23,168
1:49.66,2:32.95,3:20.56,5:20.91,5:46.02,7:20.49,167
1:49.73,2:33.04,3:20.68,5:21.10,5:46.22,7:20.75,166
1:49.79,2:33.13,3:20.80,5:21.29,5:46.43,7:21.02,165
1:49.86,2:33.22,3:20.92,5:21.49,5:46.64,7:21.28,164
1:49.92,2:33.30,3:21.04,5:21.68,5:46.85,7:21.54,163
1:49.99,2:33.39,3:21.16,5:21.87,5:47.06,7:21.81,162
1:50.05,2:33.48,3:21.28,5:22.07,5:47.27,7:22.08,161
1:50.12,2:33.57,3:21.40,5:22.26,5:47.48,7:22.34,160
1:50.18,2:33.66,3:21.52,5:22.46,5:47.69,7:22.61,159
1:50.25,2:33.75,3:21.64,5:22.66,5:47.90,7:22.88,158
1:50.31,2:33.84,3:21.76,5:22.86,5:48.11,7:23.15,157
1:50.38,2:33.93,3:21.88,5:23.05,5:48.33,7:23.42,156
1:50.44,2:34.02,3:22.01,5:23.25,5:48.54,7:23.69,155
1:50.51,2:34.11,3:22.13,5:23.45,5:48.76,7:23.97,154
1:50.58,2:34.20,3:22.25,5:23.65,5:48.97,7:24.24,153
1:50.64,2:34.29,3:22.37,5:23.85,5:49.19,7:24.51,152
1:50.71,2:34.38,3:22.50,5:24.05,5:49.41,7:24.79,151
1:50.78,2:34.47,3:22.62,5:24.26,5:49.62,7:25.06,150
1:50.85,2:34.56,3:22.75,5:24.46,5:49.84,7:25.34,149
1:50.91,2:34.66,3:22.87,5:24.66,5:50.06,7:25.62,148
1:50.98,2:34.75,3:23.00,5:24.87,5:50.28,7:25.90,147
1:51.05,2:34.84,3:23.12,5:25.07,5:50.50,7:26.18,146
1:51.12,2:34.93,3:23.25,5:25.28,5:50.72,7:26.46,145
1:51.19,2:35.03,3:23.38,5:25.48,5:50.94,7:26.74,144
1:51.26,2:35.12,3:23.51,5:25.69,5:51.17,7:27.02,143
1:51.32,2:35.21,3:23.63,5:25.90,5:51.39,7:27.31,142
1:51.39,2:35.31,3:23.76,5:26.11,5:51.61,7:27.59,141
1:51.46,2:35.40,3:23.89,5:26.32,5:51.84,7:27.88,140
1:51.53,2:35.50,3:24.02,5:26.53,5:52.07,7:28.16,139
1:51.60,2:35.59,3:24.15,5:26.74,5:52.29,7:28.45,138
1:51.67,2:35.69,3:24.28,5:26.95,5:52.52,7:28.74,137
1:51.74,2:35.79,3:24.41,5:27.16,5:52.75,7:29.03,136
1:51.82,2:35.88,3:24.54,5:27.37,5:52.98,7:29.32,135
1:51.89,2:35.98,3:24.67,5:27.59,5:53.21,7:29.61,134
1:51.96,2:36.08,3:24.80,5:27.80,5:53.44,7:29.90,133
1:52.03,2:36.18,3:24.94,5:28.02,5:53.67,7:30.20,132
1:52.10,2:36.27,3:25.07,5:28.23,5:53.90,7:30.49,131
1:52.17,2:36.37,3:25.20,5:28.45,5:54.14,7:30.79,130
1:52.25,2:36.47,3:25.34,5:28.67,5:54.37,7:31.09,129
1:52.32,2:36.57,3:25.47,5:28.89,5:54.61,7:31.39,128
1:52.39,2:36.67,3:25.61,5:29.11,5:54.84,7:31.69,127
1:52.47,2:36.77,3:25.74,5:29.33,5:55.08,7:31.99,126
1:52.54,2:36.87,3:25.88,5:29.55,5:55.32,7:32.29,125
1:52.61,2:36.97,3:26.02,5:29.77,5:55.56,7:32.59,124
1:52.69,2:37.07,3:26.15,5:29.99,5:55.80,7:32.90,123
1:52.76,2:37.17,3:26.29,5:30.22,5:56.04,7:33.20,122
1:52.84,2:37.27,3:26.43,5:30.44,5:56.28,7:33.51,121
1:52.91,2:37.38,3:26.57,5:30.67,5:56.52,7:33.82,120
1:52.99,2:37.48,3:26.71,5:30.90,5:56.77,7:34.13,119
1:53.06,2:37.58,3:26.85,5:31.12,5:57.01,7:34.44,118
1:53.14,2:37.69,3:26.99,5:31.35,5:57.26,7:34.75,117
1:53.22,2:37.79,3:27.13,5:31.58,5:57.51,7:35.07,116
1:53.29,2:37.90,3:27.27,5:31.81,5:57.76,7:35.38,115
1:53.37,2:38.00,3:27.42,5:32.04,5:58.00,7:35.70,114
1:53.45,2:38.11,3:27.56,5:32.28,5:58.26,7:36.02,113
1:53.53,2:38.21,3:27.70,5:32.51,5:58.51,7:36.33,112
1:53.60,2:38.32,3:27.85,5:32.75,5:58.76,7:36.65,111
1:53.68,2:38.42,3:27.99,5:32.98,5:59.01,7:36.98,110
1:53.76,2:38.53,3:28.14,5:33.22,5:59.27,7:37.30,109
1:53.84,2:38.64,3:28.28,5:33.46,5:59.52,7:37.63,108
1:53.92,2:38.75,3:28.43,5:33.70,5:59.78,7:37.95,107
1:54.00,2:38.86,3:28.58,5:33.94,6:00.04,7:38.28,106
1:54.08,2:38.97,3:28.73,5:34.18,6:00.30,7:38.61,105
1:54.16,2:39.08,3:28.88,5:34.42,6:00.56,7:38.94,104
1:54.24,2:39.19,3:29.03,5:34.66,6:00.82,7:39.27,103
1:54.32,2:39.30,3:29.18,5:34.91,6:01.09,7:39.61,102
1:54.41,2:39.41,3:29.33,5:35.16,6:01.35,7:39.94,101
1:54.49,2:39.52,3:29.48,5:35.40,6:01.62,7:40.28,100
1:54.57,2:39.63,3:29.63,5:35.65,6:01.89,7:40.62,99
1:54.65,2:39.75,3:29.79,5:35.90,6:02.16,7:40.96,98
1:54.74,2:39.86,3:29.94,5:36.15,6:02.43,7:41.31,97
1:54.82,2:39.98,3:30.10,5:36.40,6:02.70,7:41.65,96
1:54.91,2:40.09,3:30.25,5:36.66,6:02.97,7:42.00,95
1:54.99,2:40.21,3:30.41,5:36.91,6:03.24,7:42.34,94
1:55.08,2:40.32,3:30.57,5:37.17,6:03.52,7:42.69,93
1:55.16,2:40.44,3:30.73,5:37.43,6:03.80,7:43.05,92
1:55.25,2:40.56,3:30.89,5:37.69,6:04.08,7:43.40,91
1:55.34,2:40.67,3:31.05,5:37.95,6:04.36,7:43.76,90
1:55.42,2:40.79,3:31.21,5:38.21,6:04.64,7:44.11,89
1:55.51,2:40.91,3:31.37,5:38.47,6:04.92,7:44.47,88
1:55.60,2:41.03,3:31.53,5:38.74,6:05.21,7:44.84,87
1:55.69,2:41.15,3:31.70,5:39.00,6:05.50,7:45.20,86
1:55.78,2:41.28,3:31.86,5:39.27,6:05.78,7:45.57,85
1:55.87,2:41.40,3:32.03,5:39.54,6:06.08,7:45.93,84
1:55.96,2:41.52,3:32.20,5:39.81,6:06.37,7:46.31,83
1:56.05,2:41.64,3:32.36,5:40.09,6:06.66,7:46.68,82
1:56.14,2:41.77,3:32.53,5:40.36,6:06.96,7:47.05,81
1:56.23,2:41.89,3:32.70,5:40.64,6:07.25,7:47.43,80
1:56.32,2:42.02,3:32.87,5:40.92,6:07.55,7:47.81,79
1:56.42,2:42.15,3:33.05,5:41.20,6:07.85,7:48.19,78
1:56.51,2:42.27,3:33.22,5:41.48,6:08.16,7:48.58,77
1:56.60,2:42.40,3:33.39,5:41.76,6:08.46,7:48.96,76
1:56.70,2:42.53,3:33.57,5:42.05,6:08.77,7:49.35,75
1:56.80,2:42.66,3:33.75,5:42.33,6:09.08,7:49.75,74
1:56.89,2:42.79,3:33.92,5:42.62,6:09.39,7:50.14,73
1:56.99,2:42.93,3:34.10,5:42.91,6:09.70,7:50.54,72
1:57.09,2:43.06,3:34.28,5:43.21,6:10.02,7:50.94,71
1:57.18,2:43.19,3:34.47,5:43.50,6:10.34,7:51.34,70
1:57.28,2:43.33,3:34.65,5:43.80,6:10.66,7:51.75,69
1:57.38,2:43.46,3:34.83,5:44.10,6:10.98,7:52.16,68
1:57.48,2:43.60,3:35.02,5:44.40,6:11.30,7:52.57,67
1:57.58,2:43.74,3:35.21,5:44.71,6:11.63,7:52.98,66
1:57.69,2:43.88,3:35.39,5:45.01,6:11.96,7:53.40,65
1:57.79,2:44.02,3:35.58,5:45.32,6:12.29,7:53.82,64
1:57.89,2:44.16,3:35.78,5:45.63,6:12.63,7:54.25,63
1:58.00,2:44.30,3:35.97,5:45.95,6:12.97,7:54.68,62
1:58.10,2:44.44,3:36.16,5:46.26,6:13.31,7:55.11,61
1:58.21,2:44.59,3:36.36,5:46.58,6:13.65,7:55.54,60
1:58.32,2:44.73,3:36.56,5:46.90,6:14.00,7:55.98,59
1:58.42,2:44.88,3:36.76,5:47.23,6:14.35,7:56.43,58
1:58.53,2:45.03,3:36.96,5:47.55,6:14.70,7:56.87,57
1:58.64,2:45.18,3:37.16,5:47.88,6:15.05,7:57.32,56
1:58.75,2:45.33,3:37.37,5:48.22,6:15.41,7:57.78,55
1:58.86,2:45.48,3:37.57,5:48.55,6:15.77,7:58.24,54
1:58.98,2:45.63,3:37.78,5:48.89,6:16.14,7:58.70,53
1:59.09,2:45.79,3:37.99,5:49.23,6:16.50,7:59.17,52
1:59.21,2:45.95,3:38.20,5:49.58,6:16.88,7:59.64,51
1:59.32,2:46.10,3:38.42,5:49.93,6:17.25,8:00.11,50
1:59.44,2:46.26,3:38.64,5:50.28,6:17.63,8:00.60,49
1:59.56,2:46.43,3:38.85,5:50.64,6:18.01,8:01.08,48
1:59.68,2:46.59,3:39.08,5:51.00,6:18.40,8:01.57,47
1:59.80,2:46.75,3:39.30,5:51.36,6:18.79,8:02.07,46
1:59.92,2:46.92,3:39.53,5:51.73,6:19.19,8:02.57,45
2:00.05,2:47.09,3:39.75,5:52.10,6:19.59,8:03.08,44
2:00.17,2:47.26,3:39.99,5:52.47,6:19.99,8:03.59,43
2:00.30,2:47.43,3:40.22,5:52.86,6:20.40,8:04.11,42
2:00.43,2:47.61,3:40.46,5:53.24,6:20.82,8:04.64,41
2:00.56,2:47.78,3:40.70,5:53.63,6:21.24,8:05.17,40
2:00.69,2:47.96,3:40.94,5:54.02,6:21.66,8:05.71,39
2:00.82,2:48.14,3:41.18,5:54.42,6:22.09,8:06.25,38
2:00.95,2:48.33,3:41.43,5:54.83,6:22.53,8:06.81,37
2:01.09,2:48.51,3:41.69,5:55.24,6:22.97,8:07.37,36
2:01.23,2:48.70,3:41.94,5:55.66,6:23.42,8:07.94,35
2:01.37,2:48.89,3:42.20,5:56.08,6:23.87,8:08.51,34
2:01.51,2:49.09,3:42.47,5:56.51,6:24.33,8:09.10,33
2:01.66,2:49.28,3:42.73,5:56.94,6:24.80,8:09.69,32
2:01.80,2:49.48,3:43.01,5:57.38,6:25.28,8:10.29,31
2:01.95,2:49.69,3:43.28,5:57.83,6:25.76,8:10.91,30
2:02.11,2:49.89,3:43.56,5:58.29,6:26.25,8:11.53,29
2:02.26,2:50.10,3:43.85,5:58.75,6:26.75,8:12.16,28
2:02.42,2:50.32,3:44.14,5:59.23,6:27.26,8:12.81,27
2:02.58,2:50.54,3:44.44,5:59.71,6:27.78,8:13.47,26
2:02.74,2:50.76,3:44.74,6:00.20,6:28.31,8:14.14,25
2:02.91,2:50.99,3:45.05,6:00.70,6:28.85,8:14.82,24
2:03.08,2:51.22,3:45.36,6:01.21,6:29.40,8:15.52,23
2:03.25,2:51.45,3:45.68,6:01.73,6:29.96,8:16.23,22
2:03.43,2:51.70,3:46.01,6:02.27,6:30.54,8:16.96,21
2:03.61,2:51.94,3:46.35,6:02.82,6:31.12,8:17.71,20
2:03.80,2:52.20,3:46.69,6:03.38,6:31.73,8:18.48,19
2:03.99,2:52.46,3:47.05,6:03.95,6:32.35,8:19.27,18
2:04.19,2:52.73,3:47.41,6:04.55,6:32.99,8:20.08,17
2:04.39,2:53.01,3:47.79,6:05.16,6:33.64,8:20.91,16
2:04.60,2:53.29,3:48.18,6:05.79,6:34.32,8:21.77,15
2:04.82,2:53.59,3:48.58,6:06.44,6:35.02,8:22.66,14
2:05.04,2:53.89,3:48.99,6:07.11,6:35.75,8:23.58,13
2:05.28,2:54.21,3:49.42,6:07.82,6:36.50,8:24.54,12
2:05.52,2:54.54,3:49.87,6:08.55,6:37.29,8:25.54,11
2:05.78,2:54.89,3:50.35,6:09.31,6:38.12,8:26.58,10
2:06.04,2:55.25,3:50.84,6:10.12,6:38.98,8:27.68,9
2:06.33,2:55.64,3:51.36,6:10.97,6:39.90,8:28.84,8
2:06.63,2:56.05,3:51.92,6:11.87,6:40.87,8:30.08,7
2:06.95,2:56.49,3:52.52,6:12.85,6:41.92,8:31.41,6
2:07.30,2:56.97,3:53.17,6:13.91,6:43.06,8:32.85,5
2:07.69,2:57.50,3:53.89,6:15.08,6:44.32,8:34.45,4
2:08.14,2:58.10,3:54.71,6:16.41,6:45.75,8:36.27,3
2:08.66,2:58.82,3:55.68,6:17.98,6:47.45,8:38.42,2
2:09.34,2:59.75,3:56.94,6:20.04,6:49.66,8:41.22,1
