100m,110mH,200m,300m,400m,400mH,4x100m,4x200m,4x400m,Points
13.26,19.09,27.27,43.48,1:00.64,1:10.39,52.81,1:50.00,4:11.26,344
,19.10,27.28,43.50,1:00.67,1:10.43,52.84,1:50.05,4:11.38,343
13.27,19.11,27.29,43.52,1:00.69,1:10.47,52.86,1:50.10,4:11.50,342
,19.12,27.30,43.54,1:00.72,1:10.50,52.89,1:50.15,4:11.63,341
13.28,19.13,27.31,43.56,1:00.75,1:10.54,52.91,1:50.20,4:11.75,340
13.29,19.14,27.33,43.58,1:00.77,1:10.58,52.93,1:50.25,4:11.87,339
,19.15,27.34,43.60,1:00.80,1:10.61,52.96,1:50.30,4:11.99,338
13.30,19.16,27.35,43.62,1:00.83,1:10.65,52.98,1:50.35,4:12.11,337
,19.17,27.36,43.64,1:00.85,1:10.69,53.01,1:50.40,4:12.23,336
13.31,19.18,27.37,43.67,1:00.88,1:10.72,53.03,1:50.45,4:12.35,335
,19.19,27.39,43.69,1:00.91,1:10.76,53.06,1:50.50,4:12.48,334
13.32,19.20,27.40,43.71,1:00.94,1:10.80,53.08,1:50.55,4:12.60,333
,19.21,27.41,43.73,1:00.96,1:10.84,53.11,1:50.60,4:12.72,332
13.33,19.22,27.42,43.75,1:00.99,1:10.87,53.13,1:50.65,4:12.84,331
,19.23,27.44,43.77,1:01.02,1:10.91,53.16,1:50.70,4:12.97,330
13.34,19.24,27.45,43.79,1:01.04,1:10.95,53.18,1:50.75,4:13.09,329
13.35,19.25,27.46,43.81,1:01.07,1:10.99,53.20,1:50.80,4:13.21,328
,19.26,27.47,43.83,1:01.10,1:11.02,53.23,1:50.85,4:13.33,327
13.36,19.27,27.48,43.85,1:01.13,1:11.06,53.25,1:50.90,4:13.46,326
,19.28,27.50,43.87,1:01.15,1:11.10,53.28,1:50.95,4:13.58,325
13.37,19.29,27.51,43.89,1:01.18,1:11.14,53.30,1:51.00,4:13.71,324
,19.30,27.52,43.91,1:01.21,1:11.17,53.33,1:51.05,4:13.83,323
13.38,19.31,27.53,43.93,1:01.24,1:11.21,53.35,1:51.11,4:13.95,322
,19.32,27.55,43.95,1:01.26,1:11.25,53.38,1:51.16,4:14.08,321
13.39,19.33,27.56,43.97,1:01.29,1:11.29,53.40,1:51.21,4:14.20,320
13.40,19.34,27.57,43.99,1:01.32,1:11.32,53.43,1:51.26,4:14.33,319
,19.35,27.58,44.01,1:01.35,1:11.36,53.46,1:51.31,4:14.45,318
13.41,19.36,27.60,44.03,1:01.37,1:11.40,53.48,1:51.36,4:14.58,317
,19.37,27.61,44.05,1:01.40,1:11.44,53.51,1:51.41,4:14.70,316
13.42,19.38,27.62,44.08,1:01.43,1:11.48,53.53,1:51.46,4:14.83,315
,19.39,27.63,44.10,1:01.46,1:11.51,53.56,1:51.52,4:14.95,314
13.43,19.40,27.65,44.12,1:01.49,1:11.55,53.58,1:51.57,4:15.08,313
13.44,19.41,27.66,44.14,1:01.51,1:11.59,53.61,1:51.62,4:15.21,312
,19.42,27.67,44.16,1:01.54,1:11.63,53.63,1:51.67,4:15.33,311
13.45,19.43,27.68,44.18,1:01.57,1:11.67,53.66,1:51.72,4:15.46,310
,19.44,27.70,44.20,1:01.60,1:11.71,53.68,1:51.78,4:15.59,309
13.46,19.45,27.71,44.22,1:01.63,1:11.74,53.71,1:51.83,4:15.71,308
,19.46,27.72,44.24,1:01.65,1:11.78,53.73,1:51.88,4:15.84,307
13.47,19.47,27.73,44.26,1:01.68,1:11.82,53.76,1:51.93,4:15.97,306
13.48,19.48,27.75,44.29,1:01.71,1:11.86,53.79,1:51.99,4:16.09,305
,19.50,27.76,44.31,1:01.74,1:11.90,53.81,1:52.04,4:16.22,304
13.49,19.51,27.77,44.33,1:01.77,1:11.94,53.84,1:52.09,4:16.35,303
,19.52,27.78,44.35,1:01.80,1:11.98,53.86,1:52.14,4:16.48,302
13.50,19.53,27.80,44.37,1:01.82,1:12.02,53.89,1:52.20,4:16.61,301
,19.54,27.81,44.39,1:01.85,1:12.05,53.92,1:52.25,4:16.74,300
13.51,19.55,27.82,44.41,1:01.88,1:12.09,53.94,1:52.30,4:16.86,299
13.52,19.56,27.84,44.43,1:01.91,1:12.13,53.97,1:52.35,4:16.99,298
,19.57,27.85,44.46,1:01.94,1:12.17,53.99,1:52.41,4:17.12,297
13.53,19.58,27.86,44.48,1:01.97,1:12.21,54.02,1:52.46,4:17.25,296
,19.59,27.87,44.50,1:02.00,1:12.25,54.05,1:52.51,4:17.38,295
13.54,19.60,27.89,44.52,1:02.03,1:12.29,54.07,1:52.57,4:17.51,294
13.55,19.61,27.90,44.54,1:02.05,1:12.33,54.10,1:52.62,4:17.64,293
,19.62,27.91,44.56,1:02.08,1:12.37,54.12,1:52.67,4:17.77,292
13.56,19.63,27.93,44.58,1:02.11,1:12.41,54.15,1:52.73,4:17.90,291
,19.64,27.94,44.61,1:02.14,1:12.45,54.18,1:52.78,4:18.03,290
13.57,19.65,27.95,44.63,1:02.17,1:12.49,54.20,1:52.84,4:18.17,289
13.58,19.66,27.97,44.65,1:02.20,1:12.53,54.23,1:52.89,4:18.30,288
,19.67,27.98,44.67,1:02.23,1:12.57,54.26,1:52.94,4:18.43,287
13.59,19.68,27.99,44.69,1:02.26,1:12.61,54.28,1:53.00,4:18.56,286
,19.70,28.00,44.72,1:02.29,1:12.65,54.31,1:53.05,4:18.69,285
13.60,19.71,28.02,44.74,1:02.32,1:12.69,54.34,1:53.11,4:18.82,284
13.61,19.72,28.03,44.76,1:02.35,1:12.73,54.36,1:53.16,4:18.96,283
,19.73,28.04,44.78,1:02.38,1:12.77,54.39,1:53.22,4:19.09,282
13.62,19.74,28.06,44.80,1:02.41,1:12.81,54.42,1:53.27,4:19.22,281
,19.75,28.07,44.83,1:02.43,1:12.85,54.44,1:53.33,4:19.36,280
13.63,19.76,28.08,44.85,1:02.46,1:12.89,54.47,1:53.38,4:19.49,279
13.64,19.77,28.10,44.87,1:02.49,1:12.93,54.50,1:53.43,4:19.62,278
,19.78,28.11,44.89,1:02.52,1:12.97,54.52,1:53.49,4:19.76,277
13.65,19.79,28.12,44.91,1:02.55,1:13.01,54.55,1:53.55,4:19.89,276
,19.80,28.14,44.94,1:02.58,1:13.05,54.58,1:53.60,4:20.03,275
13.66,19.81,28.15,44.96,1:02.61,1:13.09,54.61,1:53.66,4:20.16,274
13.67,19.83,28.16,44.98,1:02.64,1:13.13,54.63,1:53.71,4:20.29,273
,19.84,28.18,45.00,1:02.67,1:13.18,54.66,1:53.77,4:20.43,272
13.68,19.85,28.19,45.03,1:02.70,1:13.22,54.69,1:53.82,4:20.57,271
,19.86,28.20,45.05,1:02.73,1:13.26,54.72,1:53.88,4:20.70,270
13.69,19.87,28.22,45.07,1:02.76,1:13.30,54.74,1:53.93,4:20.84,269
13.70,19.88,28.23,45.09,1:02.79,1:13.34,54.77,1:53.99,4:20.97,268
,19.89,28.25,45.12,1:02.82,1:13.38,54.80,1:54.05,4:21.11,267
13.71,19.90,28.26,45.14,1:02.85,1:13.42,54.82,1:54.10,4:21.25,266
,19.91,28.27,45.16,1:02.88,1:13.46,54.85,1:54.16,4:21.38,265
13.72,19.92,28.29,45.18,1:02.91,1:13.51,54.88,1:54.21,4:21.52,264
13.73,19.94,28.30,45.21,1:02.95,1:13.55,54.91,1:54.27,4:21.66,263
,19.95,28.31,45.23,1:02.98,1:13.59,54.94,1:54.33,4:21.79,262
13.74,19.96,28.33,45.25,1:03.01,1:13.63,54.96,1:54.38,4:21.93,261
13.75,19.97,28.34,45.28,1:03.04,1:13.67,54.99,1:54.44,4:22.07,260
,19.98,28.35,45.30,1:03.07,1:13.72,55.02,1:54.50,4:22.21,259
13.76,19.99,28.37,45.32,1:03.10,1:13.76,55.05,1:54.55,4:22.35,258
,20.00,28.38,45.34,1:03.13,1:13.80,55.08,1:54.61,4:22.49,257
13.77,20.01,28.40,45.37,1:03.16,1:13.84,55.10,1:54.67,4:22.63,256
13.78,20.03,28.41,45.39,1:03.19,1:13.88,55.13,1:54.73,4:22.77,255
,20.04,28.42,45.41,1:03.22,1:13.93,55.16,1:54.78,4:22.91,254
13.79,20.05,28.44,45.44,1:03.25,1:13.97,55.19,1:54.84,4:23.05,253
13.80,20.06,28.45,45.46,1:03.28,1:14.01,55.22,1:54.90,4:23.19,252
,20.07,28.47,45.48,1:03.32,1:14.05,55.24,1:54.96,4:23.33,251
13.81,20.08,28.48,45.51,1:03.35,1:14.10,55.27,1:55.01,4:23.47,250
13.82,20.09,28.49,45.53,1:03.38,1:14.14,55.30,1:55.07,4:23.61,249
,20.11,28.51,45.55,1:03.41,1:14.18,55.33,1:55.13,4:23.75,248
13.83,20.12,28.52,45.58,1:03.44,1:14.23,55.36,1:55.19,4:23.89,247
,20.13,28.54,45.60,1:03.47,1:14.27,55.39,1:55.25,4:24.03,246
13.84,20.14,28.55,45.62,1:03.50,1:14.31,55.42,1:55.31,4:24.18,245
13.85,20.15,28.56,45.65,1:03.54,1:14.36,55.44,1:55.36,4:24.32,244
,20.16,28.58,45.67,1:03.57,1:14.40,55.47,1:55.42,4:24.46,243
13.86,20.17,28.59,45.70,1:03.60,1:14.44,55.50,1:55.48,4:24.61,242
13.87,20.19,28.61,45.72,1:03.63,1:14.49,55.53,1:55.54,4:24.75,241
,20.20,28.62,45.74,1:03.66,1:14.53,55.56,1:55.60,4:24.89,240
13.88,20.21,28.64,45.77,1:03.70,1:14.57,55.59,1:55.66,4:25.04,239
13.89,20.22,28.65,45.79,1:03.73,1:14.62,55.62,1:55.72,4:25.18,238
,20.23,28.66,45.81,1:03.76,1:14.66,55.65,1:55.78,4:25.33,237
13.90,20.24,28.68,45.84,1:03.79,1:14.70,55.68,1:55.84,4:25.47,236
13.91,20.26,28.69,45.86,1:03.82,1:14.75,55.71,1:55.90,4:25.62,235
,20.27,28.71,45.89,1:03.86,1:14.79,55.74,1:55.96,4:25.76,234
13.92,20.28,28.72,45.91,1:03.89,1:14.84,55.77,1:56.02,4:25.91,233
13.93,20.29,28.74,45.94,1:03.92,1:14.88,55.79,1:56.08,4:26.05,232
,20.30,28.75,45.96,1:03.95,1:14.93,55.82,1:56.14,4:26.20,231
13.94,20.32,28.77,45.98,1:03.99,1:14.97,55.85,1:56.20,4:26.35,230
13.95,20.33,28.78,46.01,1:04.02,1:15.02,55.88,1:56.26,4:26.49,229
,20.34,28.80,46.03,1:04.05,1:15.06,55.91,1:56.32,4:26.64,228
13.96,20.35,28.81,46.06,1:04.08,1:15.11,55.94,1:56.38,4:26.79,227
13.97,20.36,28.83,46.08,1:04.12,1:15.15,55.97,1:56.44,4:26.94,226
,20.38,28.84,46.11,1:04.15,1:15.20,56.00,1:56.50,4:27.09,225
13.98,20.39,28.85,46.13,1:04.18,1:15.24,56.03,1:56.56,4:27.24,224
13.99,20.40,28.87,46.16,1:04.22,1:15.29,56.06,1:56.62,4:27.38,223
,20.41,28.88,46.18,1:04.25,1:15.33,56.09,1:56.69,4:27.53,222
14.00,20.42,28.90,46.21,1:04.28,1:15.38,56.12,1:56.75,4:27.68,221
14.01,20.44,28.91,46.23,1:04.32,1:15.42,56.15,1:56.81,4:27.83,220
,20.45,28.93,46.26,1:04.35,1:15.47,56.18,1:56.87,4:27.98,219
14.02,20.46,28.94,46.28,1:04.38,1:15.51,56.21,1:56.93,4:28.14,218
14.03,20.47,28.96,46.31,1:04.42,1:15.56,56.24,1:57.00,4:28.29,217
,20.48,28.97,46.33,1:04.45,1:15.61,56.28,1:57.06,4:28.44,216
14.04,20.50,28.99,46.36,1:04.48,1:15.65,56.31,1:57.12,4:28.59,215
14.05,20.51,29.00,46.38,1:04.52,1:15.70,56.34,1:57.18,4:28.74,214
,20.52,29.02,46.41,1:04.55,1:15.74,56.37,1:57.25,4:28.90,213
14.06,20.53,29.03,46.43,1:04.59,1:15.79,56.40,1:57.31,4:29.05,212
14.07,20.55,29.05,46.46,1:04.62,1:15.84,56.43,1:57.37,4:29.20,211
14.08,20.56,29.07,46.48,1:04.65,1:15.88,56.46,1:57.43,4:29.36,210
,20.57,29.08,46.51,1:04.69,1:15.93,56.49,1:57.50,4:29.51,209
14.09,20.58,29.10,46.53,1:04.72,1:15.98,56.52,1:57.56,4:29.66,208
14.10,20.60,29.11,46.56,1:04.76,1:16.02,56.55,1:57.62,4:29.82,207
,20.61,29.13,46.59,1:04.79,1:16.07,56.59,1:57.69,4:29.97,206
14.11,20.62,29.14,46.61,1:04.83,1:16.12,56.62,1:57.75,4:30.13,205
14.12,20.63,29.16,46.64,1:04.86,1:16.17,56.65,1:57.82,4:30.29,204
,20.65,29.17,46.66,1:04.89,1:16.21,56.68,1:57.88,4:30.44,203
14.13,20.66,29.19,46.69,1:04.93,1:16.26,56.71,1:57.94,4:30.60,202
14.14,20.67,29.20,46.71,1:04.96,1:16.31,56.74,1:58.01,4:30.76,201
14.15,20.69,29.22,46.74,1:05.00,1:16.36,56.77,1:58.07,4:30.91,200
,20.70,29.24,46.77,1:05.03,1:16.40,56.81,1:58.14,4:31.07,199
14.16,20.71,29.25,46.79,1:05.07,1:16.45,56.84,1:58.20,4:31.23,198
14.17,20.72,29.27,46.82,1:05.10,1:16.50,56.87,1:58.27,4:31.39,197
,20.74,29.28,46.85,1:05.14,1:16.55,56.90,1:58.33,4:31.55,196
14.18,20.75,29.30,46.87,1:05.18,1:16.60,56.93,1:58.40,4:31.71,195
14.19,20.76,29.32,46.90,1:05.21,1:16.65,56.97,1:58.47,4:31.87,194
14.20,20.78,29.33,46.93,1:05.25,1:16.69,57.00,1:58.53,4:32.03,193
,20.79,29.35,46.95,1:05.28,1:16.74,57.03,1:58.60,4:32.19,192
14.21,20.80,29.36,46.98,1:05.32,1:16.79,57.06,1:58.66,4:32.35,191
14.22,20.81,29.38,47.01,1:05.35,1:16.84,57.10,1:58.73,4:32.51,190
,20.83,29.40,47.03,1:05.39,1:16.89,57.13,1:58.80,4:32.67,189
14.23,20.84,29.41,47.06,1:05.43,1:16.94,57.16,1:58.86,4:32.83,188
14.24,20.85,29.43,47.09,1:05.46,1:16.99,57.19,1:58.93,4:33.00,187
14.25,20.87,29.44,47.11,1:05.50,1:17.04,57.23,1:59.00,4:33.16,186
,20.88,29.46,47.14,1:05.53,1:17.09,57.26,1:59.07,4:33.32,185
14.26,20.89,29.48,47.17,1:05.57,1:17.14,57.29,1:59.13,4:33.49,184
14.27,20.91,29.49,47.20,1:05.61,1:17.19,57.33,1:59.20,4:33.65,183
14.28,20.92,29.51,47.22,1:05.64,1:17.24,57.36,1:59.27,4:33.82,182
,20.93,29.53,47.25,1:05.68,1:17.29,57.39,1:59.34,4:33.98,181
14.29,20.95,29.54,47.28,1:05.72,1:17.34,57.43,1:59.40,4:34.15,180
14.30,20.96,29.56,47.30,1:05.75,1:17.39,57.46,1:59.47,4:34.32,179
14.31,20.97,29.58,47.33,1:05.79,1:17.44,57.49,1:59.54,4:34.48,178
,20.99,29.59,47.36,1:05.83,1:17.49,57.53,1:59.61,4:34.65,177
14.32,21.00,29.61,47.39,1:05.87,1:17.54,57.56,1:59.68,4:34.82,176
14.33,21.02,29.63,47.42,1:05.90,1:17.59,57.60,1:59.75,4:34.99,175
14.34,21.03,29.64,47.44,1:05.94,1:17.64,57.63,1:59.82,4:35.16,174
,21.04,29.66,47.47,1:05.98,1:17.69,57.66,1:59.89,4:35.33,173
14.35,21.06,29.68,47.50,1:06.02,1:17.75,57.70,1:59.96,4:35.50,172
14.36,21.07,29.69,47.53,1:06.05,1:17.80,57.73,2:00.03,4:35.67,171
14.37,21.08,29.71,47.56,1:06.09,1:17.85,57.77,2:00.10,4:35.84,170
14.38,21.10,29.73,47.59,1:06.13,1:17.90,57.80,2:00.17,4:36.01,169
,21.11,29.74,47.61,1:06.17,1:17.95,57.84,2:00.24,4:36.18,168
14.39,21.13,29.76,47.64,1:06.21,1:18.01,57.87,2:00.31,4:36.35,167
14.40,21.14,29.78,47.67,1:06.24,1:18.06,57.91,2:00.38,4:36.52,166
14.41,21.15,29.80,47.70,1:06.28,1:18.11,57.94,2:00.45,4:36.70,165
,21.17,29.81,47.73,1:06.32,1:18.16,57.98,2:00.52,4:36.87,164
14.42,21.18,29.83,47.76,1:06.36,1:18.22,58.01,2:00.59,4:37.05,163
14.43,21.20,29.85,47.79,1:06.40,1:18.27,58.05,2:00.67,4:37.22,162
14.44,21.21,29.87,47.82,1:06.44,1:18.32,58.08,2:00.74,4:37.40,161
14.45,21.22,29.88,47.84,1:06.48,1:18.38,58.12,2:00.81,4:37.57,160
,21.24,29.90,47.87,1:06.52,1:18.43,58.15,2:00.88,4:37.75,159
14.46,21.25,29.92,47.90,1:06.56,1:18.48,58.19,2:00.96,4:37.93,158
14.47,21.27,29.94,47.93,1:06.59,1:18.54,58.22,2:01.03,4:38.10,157
14.48,21.28,29.95,47.96,1:06.63,1:18.59,58.26,2:01.10,4:38.28,156
14.49,21.30,29.97,47.99,1:06.67,1:18.65,58.30,2:01.18,4:38.46,155
,21.31,29.99,48.02,1:06.71,1:18.70,58.33,2:01.25,4:38.64,154
14.50,21.33,30.01,48.05,1:06.75,1:18.76,58.37,2:01.32,4:38.82,153
14.51,21.34,30.02,48.08,1:06.79,1:18.81,58.41,2:01.40,4:39.00,152
14.52,21.36,30.04,48.11,1:06.83,1:18.87,58.44,2:01.47,4:39.18,151
14.53,21.37,30.06,48.14,1:06.87,1:18.92,58.48,2:01.55,4:39.36,150
14.54,21.38,30.08,48.17,1:06.91,1:18.98,58.52,2:01.62,4:39.55,149
,21.40,30.10,48.20,1:06.96,1:19.03,58.55,2:01.70,4:39.73,148
14.55,21.41,30.12,48.23,1:07.00,1:19.09,58.59,2:01.77,4:39.91,147
14.56,21.43,30.13,48.26,1:07.04,1:19.14,58.63,2:01.85,4:40.10,146
14.57,21.44,30.15,48.29,1:07.08,1:19.20,58.66,2:01.92,4:40.28,145
14.58,21.46,30.17,48.32,1:07.12,1:19.26,58.70,2:02.00,4:40.47,144
14.59,21.47,30.19,48.36,1:07.16,1:19.31,58.74,2:02.08,4:40.65,143
,21.49,30.21,48.39,1:07.20,1:19.37,58.78,2:02.15,4:40.84,142
14.60,21.50,30.23,48.42,1:07.24,1:19.43,58.81,2:02.23,4:41.03,141
14.61,21.52,30.25,48.45,1:07.29,1:19.48,58.85,2:02.31,4:41.22,140
14.62,21.54,30.26,48.48,1:07.33,1:19.54,58.89,2:02.39,4:41.41,139
14.63,21.55,30.28,48.51,1:07.37,1:19.60,58.93,2:02.46,4:41.60,138
14.64,21.57,30.30,48.54,1:07.41,1:19.65,58.97,2:02.54,4:41.79,137
14.65,21.58,30.32,48.57,1:07.45,1:19.71,59.01,2:02.62,4:41.98,136
,21.60,30.34,48.61,1:07.50,1:19.77,59.04,2:02.70,4:42.17,135
14.66,21.61,30.36,48.64,1:07.54,1:19.83,59.08,2:02.78,4:42.36,134
14.67,21.63,30.38,48.67,1:07.58,1:19.89,59.12,2:02.86,4:42.55,133
14.68,21.64,30.40,48.70,1:07.62,1:19.95,59.16,2:02.94,4:42.75,132
14.69,21.66,30.42,48.73,1:07.67,1:20.01,59.20,2:03.02,4:42.94,131
14.70,21.68,30.44,48.77,1:07.71,1:20.06,59.24,2:03.10,4:43.14,130
14.71,21.69,30.46,48.80,1:07.75,1:20.12,59.28,2:03.18,4:43.33,129
14.72,21.71,30.48,48.83,1:07.80,1:20.18,59.32,2:03.26,4:43.53,128
,21.72,30.50,48.86,1:07.84,1:20.24,59.36,2:03.34,4:43.73,127
14.73,21.74,30.51,48.90,1:07.89,1:20.30,59.40,2:03.42,4:43.93,126
14.74,21.76,30.53,48.93,1:07.93,1:20.36,59.44,2:03.50,4:44.12,125
14.75,21.77,30.55,48.96,1:07.97,1:20.42,59.48,2:03.58,4:44.32,124
14.76,21.79,30.57,49.00,1:08.02,1:20.49,59.52,2:03.67,4:44.53,123
14.77,21.80,30.59,49.03,1:08.06,1:20.55,59.56,2:03.75,4:44.73,122
14.78,21.82,30.61,49.06,1:08.11,1:20.61,59.60,2:03.83,4:44.93,121
14.79,21.84,30.63,49.10,1:08.15,1:20.67,59.64,2:03.92,4:45.13,120
14.80,21.85,30.66,49.13,1:08.20,1:20.73,59.68,2:04.00,4:45.34,119
14.81,21.87,30.68,49.17,1:08.24,1:20.79,59.72,2:04.08,4:45.54,118
14.82,21.89,30.70,49.20,1:08.29,1:20.86,59.77,2:04.17,4:45.75,117
,21.90,30.72,49.23,1:08.34,1:20.92,59.81,2:04.25,4:45.95,116
14.83,21.92,30.74,49.27,1:08.38,1:20.98,59.85,2:04.34,4:46.16,115
14.84,21.94,30.76,49.30,1:08.43,1:21.05,59.89,2:04.43,4:46.37,114
14.85,21.95,30.78,49.34,1:08.47,1:21.11,59.93,2:04.51,4:46.58,113
14.86,21.97,30.80,49.37,1:08.52,1:21.17,59.98,2:04.60,4:46.79,112
14.87,21.99,30.82,49.41,1:08.57,1:21.24,1:00.02,2:04.68,4:47.00,111
14.88,22.01,30.84,49.44,1:08.62,1:21.30,1:00.06,2:04.77,4:47.21,110
14.89,22.02,30.86,49.48,1:08.66,1:21.37,1:00.10,2:04.86,4:47.43,109
14.90,22.04,30.88,49.51,1:08.71,1:21.43,1:00.15,2:04.95,4:47.64,108
14.91,22.06,30.91,49.55,1:08.76,1:21.50,1:00.19,2:05.04,4:47.85,107
14.92,22.08,30.93,49.58,1:08.81,1:21.56,1:00.23,2:05.12,4:48.07,106
14.93,22.09,30.95,49.62,1:08.85,1:21.63,1:00.28,2:05.21,4:48.29,105
14.94,22.11,30.97,49.66,1:08.90,1:21.69,1:00.32,2:05.30,4:48.51,104
14.95,22.13,30.99,49.69,1:08.95,1:21.76,1:00.37,2:05.39,4:48.73,103
14.96,22.15,31.01,49.73,1:09.00,1:21.83,1:00.41,2:05.48,4:48.95,102
14.97,22.16,31.04,49.77,1:09.05,1:21.89,1:00.46,2:05.57,4:49.17,101
14.98,22.18,31.06,49.80,1:09.10,1:21.96,1:00.50,2:05.67,4:49.39,100
14.99,22.20,31.08,49.84,1:09.15,1:22.03,1:00.55,2:05.76,4:49.61,99
15.00,22.22,31.10,49.88,1:09.20,1:22.10,1:00.59,2:05.85,4:49.84,98
15.01,22.24,31.13,49.91,1:09.25,1:22.17,1:00.64,2:05.94,4:50.06,97
15.02,22.25,31.15,49.95,1:09.30,1:22.24,1:00.68,2:06.04,4:50.29,96
15.03,22.27,31.17,49.99,1:09.35,1:22.30,1:00.73,2:06.13,4:50.52,95
15.04,22.29,31.19,50.03,1:09.40,1:22.37,1:00.77,2:06.22,4:50.75,94
15.05,22.31,31.22,50.07,1:09.45,1:22.44,1:00.82,2:06.32,4:50.98,93
15.06,22.33,31.24,50.10,1:09.50,1:22.51,1:00.87,2:06.41,4:51.21,92
15.07,22.35,31.26,50.14,1:09.55,1:22.59,1:00.91,2:06.51,4:51.44,91
15.08,22.37,31.29,50.18,1:09.61,1:22.66,1:00.96,2:06.61,4:51.68,90
15.09,22.39,31.31,50.22,1:09.66,1:22.73,1:01.01,2:06.70,4:51.91,89
15.10,22.41,31.33,50.26,1:09.71,1:22.80,1:01.06,2:06.80,4:52.15,88
15.12,22.42,31.36,50.30,1:09.76,1:22.87,1:01.11,2:06.90,4:52.39,87
15.13,22.44,31.38,50.34,1:09.82,1:22.94,1:01.15,2:07.00,4:52.63,86
15.14,22.46,31.40,50.38,1:09.87,1:23.02,1:01.20,2:07.10,4:52.87,85
15.15,22.48,31.43,50.42,1:09.92,1:23.09,1:01.25,2:07.20,4:53.11,84
15.16,22.50,31.45,50.46,1:09.98,1:23.17,1:01.30,2:07.30,4:53.36,83
15.17,22.52,31.48,50.50,1:10.03,1:23.24,1:01.35,2:07.40,4:53.60,82
15.18,22.54,31.50,50.54,1:10.09,1:23.32,1:01.40,2:07.50,4:53.85,81
15.19,22.56,31.53,50.58,1:10.14,1:23.39,1:01.45,2:07.60,4:54.10,80
15.20,22.58,31.55,50.62,1:10.20,1:23.47,1:01.50,2:07.70,4:54.35,79
15.22,22.60,31.58,50.67,1:10.25,1:23.54,1:01.55,2:07.81,4:54.60,78
15.23,22.62,31.60,50.71,1:10.31,1:23.62,1:01.60,2:07.91,4:54.85,77
15.24,22.65,31.63,50.75,1:10.37,1:23.70,1:01.65,2:08.02,4:55.11,76
15.25,22.67,31.65,50.79,1:10.42,1:23.77,1:01.71,2:08.12,4:55.37,75
15.26,22.69,31.68,50.84,1:10.48,1:23.85,1:01.76,2:08.23,4:55.62,74
15.27,22.71,31.70,50.88,1:10.54,1:23.93,1:01.81,2:08.33,4:55.88,73
15.29,22.73,31.73,50.92,1:10.60,1:24.01,1:01.86,2:08.44,4:56.15,72
15.30,22.75,31.76,50.97,1:10.66,1:24.09,1:01.92,2:08.55,4:56.41,71
15.31,22.77,31.78,51.01,1:10.71,1:24.17,1:01.97,2:08.66,4:56.68,70
15.32,22.79,31.81,51.05,1:10.77,1:24.25,1:02.02,2:08.77,4:56.94,69
15.33,22.82,31.84,51.10,1:10.83,1:24.34,1:02.08,2:08.88,4:57.21,68
15.35,22.84,31.86,51.14,1:10.89,1:24.42,1:02.13,2:08.99,4:57.48,67
15.36,22.86,31.89,51.19,1:10.95,1:24.50,1:02.19,2:09.10,4:57.76,66
15.37,22.88,31.92,51.24,1:11.02,1:24.58,1:02.24,2:09.22,4:58.03,65
15.38,22.90,31.95,51.28,1:11.08,1:24.67,1:02.30,2:09.33,4:58.31,64
15.40,22.93,31.97,51.33,1:11.14,1:24.75,1:02.36,2:09.45,4:58.59,63
15.41,22.95,32.00,51.37,1:11.20,1:24.84,1:02.41,2:09.56,4:58.87,62
15.42,22.97,32.03,51.42,1:11.27,1:24.93,1:02.47,2:09.68,4:59.16,61
15.43,23.00,32.06,51.47,1:11.33,1:25.01,1:02.53,2:09.80,4:59.44,60
15.45,23.02,32.09,51.52,1:11.39,1:25.10,1:02.59,2:09.92,4:59.73,59
15.46,23.04,32.12,51.57,1:11.46,1:25.19,1:02.64,2:10.04,5:00.02,58
15.47,23.07,32.15,51.61,1:11.52,1:25.28,1:02.70,2:10.16,5:00.32,57
15.49,23.09,32.17,51.66,1:11.59,1:25.37,1:02.76,2:10.28,5:00.62,56
15.50,23.12,32.20,51.71,1:11.66,1:25.46,1:02.82,2:10.40,5:00.91,55
15.51,23.14,32.23,51.76,1:11.72,1:25.55,1:02.89,2:10.53,5:01.22,54
15.53,23.16,32.26,51.81,1:11.79,1:25.64,1:02.95,2:10.65,5:01.52,53
15.54,23.19,32.30,51.86,1:11.86,1:25.74,1:03.01,2:10.78,5:01.83,52
15.56,23.21,32.33,51.92,1:11.93,1:25.83,1:03.07,2:10.91,5:02.14,51
15.57,23.24,32.36,51.97,1:12.00,1:25.93,1:03.13,2:11.03,5:02.45,50
15.58,23.27,32.39,52.02,1:12.07,1:26.02,1:03.20,2:11.16,5:02.77,49
15.60,23.29,32.42,52.07,1:12.14,1:26.12,1:03.26,2:11.30,5:03.09,48
15.61,23.32,32.45,52.13,1:12.21,1:26.22,1:03.33,2:11.43,5:03.41,47
15.63,23.34,32.49,52.18,1:12.28,1:26.32,1:03.39,2:11.56,5:03.74,46
15.64,23.37,32.52,52.24,1:12.36,1:26.42,1:03.46,2:11.70,5:04.07,45
15.66,23.40,32.55,52.29,1:12.43,1:26.52,1:03.53,2:11.84,5:04.41,44
15.67,23.43,32.59,52.35,1:12.51,1:26.62,1:03.60,2:11.98,5:04.75,43
15.69,23.45,32.62,52.40,1:12.58,1:26.72,1:03.67,2:12.12,5:05.09,42
15.70,23.48,32.65,52.46,1:12.66,1:26.83,1:03.74,2:12.26,5:05.43,41
15.72,23.51,32.69,52.52,1:12.74,1:26.94,1:03.81,2:12.40,5:05.78,40
