10 km,15 km,10 Miles,20 km,HM,25 km,30 km,Marathon,100 km,Points
44:13,1:07:36,1:12:47,1:31:24,1:36:37,1:57:19,2:24:28,3:33:28,9:45:30,594
44:14,1:07:38,1:12:49,1:31:27,1:36:41,1:57:24,2:24:34,3:33:36,9:45:52,593
44:16,1:07:41,1:12:52,1:31:30,1:36:44,1:57:28,2:24:39,3:33:45,9:46:14,592
44:18,1:07:43,1:12:55,1:31:33,1:36:48,1:57:32,2:24:45,3:33:53,9:46:36,591
44:19,1:07:45,1:12:57,1:31:37,1:36:51,1:57:37,2:24:50,3:34:02,9:46:58,590
44:21,1:07:48,1:13:00,1:31:40,1:36:55,1:57:41,2:24:56,3:34:10,9:47:20,589
44:22,1:07:50,1:13:02,1:31:43,1:36:58,1:57:45,2:25:01,3:34:18,9:47:42,588
44:24,1:07:53,1:13:05,1:31:46,1:37:02,1:57:49,2:25:07,3:34:27,9:48:04,587
44:25,1:07:55,1:13:08,1:31:50,1:37:05,1:57:54,2:25:12,3:34:35,9:48:26,586
44:27,1:07:58,1:13:10,1:31:53,1:37:09,1:57:58,2:25:18,3:34:44,9:48:48,585
44:29,1:08:00,1:13:13,1:31:56,1:37:12,1:58:02,2:25:23,3:34:52,9:49:10,584
44:30,1:08:02,1:13:15,1:32:00,1:37:16,1:58:07,2:25:28,3:35:01,9:49:32,583
44:32,1:08:05,1:13:18,1:32:03,1:37:19,1:58:11,2:25:34,3:35:09,9:49:54,582
44:33,1:08:07,1:13:21,1:32:06,1:37:23,1:58:15,2:25:39,3:35:18,9:50:17,581
44:35,1:08:10,1:13:23,1:32:09,1:37:26,1:58:20,2:25:45,3:35:26,9:50:39,580
44:36,1:08:12,1:13:26,1:32:13,1:37:30,1:58:24,2:25:50,3:35:35,9:51:01,579
44:38,1:08:14,1:13:29,1:32:16,1:37:33,1:58:29,2:25:56,3:35:43,9:51:23,578
44:40,1:08:17,1:13:31,1:32:19,1:37:37,1:58:33,2:26:01,3:35:52,9:51:45,577
44:41,1:08:19,1:13:34,1:32:23,1:37:40,1:58:37,2:26:07,3:36:00,9:52:08,576
44:43,1:08:22,1:13:36,1:32:26,1:37:44,1:58:42,2:26:12,3:36:09,9:52:30,575
44:44,1:08:24,1:13:39,1:32:29,1:37:47,1:58:46,2:26:18,3:36:18,9:52:52,574
44:46,1:08:27,1:13:42,1:32:33,1:37:51,1:58:50,2:26:24,3:36:26,9:53:15,573
44:47,1:08:29,1:13:44,1:32:36,1:37:54,1:58:55,2:26:29,3:36:35,9:53:37,572
44:49,1:08:32,1:13:47,1:32:39,1:37:58,1:58:59,2:26:35,3:36:43,9:53:59,571
44:51,1:08:34,1:13:50,1:32:43,1:38:01,1:59:04,2:26:40,3:36:52,9:54:22,570
44:52,1:08:36,1:13:52,1:32:46,1:38:05,1:59:08,2:26:46,3:37:00,9:54:44,569
44:54,1:08:39,1:13:55,1:32:49,1:38:08,1:59:12,2:26:51,3:37:09,9:55:07,568
44:55,1:08:41,1:13:58,1:32:53,1:38:12,1:59:17,2:26:57,3:37:18,9:55:29,567
44:57,1:08:44,1:14:00,1:32:56,1:38:15,1:59:21,2:27:02,3:37:26,9:55:52,566
44:59,1:08:46,1:14:03,1:32:59,1:38:19,1:59:25,2:27:08,3:37:35,9:56:14,565
45:00,1:08:49,1:14:05,1:33:03,1:38:22,1:59:30,2:27:14,3:37:43,9:56:37,564
45:02,1:08:51,1:14:08,1:33:06,1:38:26,1:59:34,2:27:19,3:37:52,9:56:59,563
45:03,1:08:54,1:14:11,1:33:09,1:38:29,1:59:39,2:27:25,3:38:01,9:57:22,562
45:05,1:08:56,1:14:13,1:33:13,1:38:33,1:59:43,2:27:30,3:38:09,9:57:44,561
45:07,1:08:59,1:14:16,1:33:16,1:38:37,1:59:48,2:27:36,3:38:18,9:58:07,560
45:08,1:09:01,1:14:19,1:33:19,1:38:40,1:59:52,2:27:41,3:38:27,9:58:29,559
45:10,1:09:04,1:14:21,1:33:23,1:38:44,1:59:56,2:27:47,3:38:35,9:58:52,558
45:11,1:09:06,1:14:24,1:33:26,1:38:47,2:00:01,2:27:53,3:38:44,9:59:15,557
45:13,1:09:08,1:14:27,1:33:29,1:38:51,2:00:05,2:27:58,3:38:53,9:59:37,556
45:15,1:09:11,1:14:29,1:33:33,1:38:54,2:00:10,2:28:04,3:39:01,10:00:00,555
45:16,1:09:13,1:14:32,1:33:36,1:38:58,2:00:14,2:28:10,3:39:10,10:00:23,554
45:18,1:09:16,1:14:35,1:33:40,1:39:02,2:00:19,2:28:15,3:39:19,10:00:46,553
45:19,1:09:18,1:14:37,1:33:43,1:39:05,2:00:23,2:28:21,3:39:28,10:01:08,552
45:21,1:09:21,1:14:40,1:33:46,1:39:09,2:00:28,2:28:26,3:39:36,10:01:31,551
45:23,1:09:23,1:14:43,1:33:50,1:39:12,2:00:32,2:28:32,3:39:45,10:01:54,550
45:24,1:09:26,1:14:46,1:33:53,1:39:16,2:00:36,2:28:38,3:39:54,10:02:17,549
45:26,1:09:28,1:14:48,1:33:57,1:39:19,2:00:41,2:28:43,3:40:03,10:02:39,548
45:27,1:09:31,1:14:51,1:34:00,1:39:23,2:00:45,2:28:49,3:40:11,10:03:02,547
45:29,1:09:33,1:14:54,1:34:03,1:39:27,2:00:50,2:28:55,3:40:20,10:03:25,546
45:31,1:09:36,1:14:56,1:34:07,1:39:30,2:00:54,2:29:00,3:40:29,10:03:48,545
45:32,1:09:38,1:14:59,1:34:10,1:39:34,2:00:59,2:29:06,3:40:38,10:04:11,544
45:34,1:09:41,1:15:02,1:34:14,1:39:37,2:01:03,2:29:12,3:40:46,10:04:34,543
45:36,1:09:43,1:15:04,1:34:17,1:39:41,2:01:08,2:29:17,3:40:55,10:04:57,542
45:37,1:09:46,1:15:07,1:34:20,1:39:45,2:01:12,2:29:23,3:41:04,10:05:20,541
45:39,1:09:48,1:15:10,1:34:24,1:39:48,2:01:17,2:29:29,3:41:13,10:05:43,540
45:40,1:09:51,1:15:13,1:34:27,1:39:52,2:01:21,2:29:34,3:41:22,10:06:06,539
45:42,1:09:53,1:15:15,1:34:31,1:39:56,2:01:26,2:29:40,3:41:31,10:06:29,538
45:44,1:09:56,1:15:18,1:34:34,1:39:59,2:01:30,2:29:46,3:41:39,10:06:52,537
45:45,1:09:59,1:15:21,1:34:37,1:40:03,2:01:35,2:29:52,3:41:48,10:07:15,536
45:47,1:10:01,1:15:23,1:34:41,1:40:06,2:01:39,2:29:57,3:41:57,10:07:38,535
45:49,1:10:04,1:15:26,1:34:44,1:40:10,2:01:44,2:30:03,3:42:06,10:08:01,534
45:50,1:10:06,1:15:29,1:34:48,1:40:14,2:01:49,2:30:09,3:42:15,10:08:25,533
45:52,1:10:09,1:15:32,1:34:51,1:40:17,2:01:53,2:30:15,3:42:24,10:08:48,532
45:54,1:10:11,1:15:34,1:34:55,1:40:21,2:01:58,2:30:20,3:42:33,10:09:11,531
45:55,1:10:14,1:15:37,1:34:58,1:40:25,2:02:02,2:30:26,3:42:42,10:09:34,530
45:57,1:10:16,1:15:40,1:35:02,1:40:28,2:02:07,2:30:32,3:42:50,10:09:57,529
45:59,1:10:19,1:15:43,1:35:05,1:40:32,2:02:11,2:30:38,3:42:59,10:10:21,528
46:00,1:10:21,1:15:45,1:35:08,1:40:36,2:02:16,2:30:43,3:43:08,10:10:44,527
46:02,1:10:24,1:15:48,1:35:12,1:40:39,2:02:20,2:30:49,3:43:17,10:11:07,526
46:03,1:10:26,1:15:51,1:35:15,1:40:43,2:02:25,2:30:55,3:43:26,10:11:31,525
46:05,1:10:29,1:15:53,1:35:19,1:40:47,2:02:29,2:31:01,3:43:35,10:11:54,524
46:07,1:10:32,1:15:56,1:35:22,1:40:50,2:02:34,2:31:06,3:43:44,10:12:17,523
46:08,1:10:34,1:15:59,1:35:26,1:40:54,2:02:39,2:31:12,3:43:53,10:12:41,522
46:10,1:10:37,1:16:02,1:35:29,1:40:58,2:02:43,2:31:18,3:44:02,10:13:04,521
46:12,1:10:39,1:16:05,1:35:33,1:41:01,2:02:48,2:31:24,3:44:11,10:13:28,520
46:13,1:10:42,1:16:07,1:35:36,1:41:05,2:02:52,2:31:30,3:44:20,10:13:51,519
46:15,1:10:44,1:16:10,1:35:40,1:41:09,2:02:57,2:31:35,3:44:29,10:14:15,518
46:17,1:10:47,1:16:13,1:35:43,1:41:13,2:03:02,2:31:41,3:44:38,10:14:38,517
46:18,1:10:49,1:16:16,1:35:47,1:41:16,2:03:06,2:31:47,3:44:47,10:15:02,516
46:20,1:10:52,1:16:18,1:35:50,1:41:20,2:03:11,2:31:53,3:44:56,10:15:25,515
46:22,1:10:55,1:16:21,1:35:54,1:41:24,2:03:15,2:31:59,3:45:05,10:15:49,514
46:23,1:10:57,1:16:24,1:35:57,1:41:27,2:03:20,2:32:05,3:45:14,10:16:12,513
46:25,1:11:00,1:16:27,1:36:01,1:41:31,2:03:25,2:32:10,3:45:23,10:16:36,512
46:27,1:11:02,1:16:29,1:36:04,1:41:35,2:03:29,2:32:16,3:45:32,10:17:00,511
46:28,1:11:05,1:16:32,1:36:08,1:41:39,2:03:34,2:32:22,3:45:41,10:17:23,510
46:30,1:11:08,1:16:35,1:36:11,1:41:42,2:03:39,2:32:28,3:45:50,10:17:47,509
46:32,1:11:10,1:16:38,1:36:15,1:41:46,2:03:43,2:32:34,3:45:59,10:18:11,508
46:33,1:11:13,1:16:41,1:36:18,1:41:50,2:03:48,2:32:40,3:46:09,10:18:34,507
46:35,1:11:15,1:16:43,1:36:22,1:41:53,2:03:53,2:32:46,3:46:18,10:18:58,506
46:37,1:11:18,1:16:46,1:36:25,1:41:57,2:03:57,2:32:52,3:46:27,10:19:22,505
46:39,1:11:21,1:16:49,1:36:29,1:42:01,2:04:02,2:32:57,3:46:36,10:19:46,504
46:40,1:11:23,1:16:52,1:36:33,1:42:05,2:04:07,2:33:03,3:46:45,10:20:10,503
46:42,1:11:26,1:16:55,1:36:36,1:42:08,2:04:11,2:33:09,3:46:54,10:20:33,502
46:44,1:11:28,1:16:58,1:36:40,1:42:12,2:04:16,2:33:15,3:47:03,10:20:57,501
46:45,1:11:31,1:17:00,1:36:43,1:42:16,2:04:21,2:33:21,3:47:13,10:21:21,500
46:47,1:11:34,1:17:03,1:36:47,1:42:20,2:04:25,2:33:27,3:47:22,10:21:45,499
46:49,1:11:36,1:17:06,1:36:50,1:42:23,2:04:30,2:33:33,3:47:31,10:22:09,498
46:50,1:11:39,1:17:09,1:36:54,1:42:27,2:04:35,2:33:39,3:47:40,10:22:33,497
46:52,1:11:41,1:17:12,1:36:57,1:42:31,2:04:39,2:33:45,3:47:49,10:22:57,496
46:54,1:11:44,1:17:14,1:37:01,1:42:35,2:04:44,2:33:51,3:47:58,10:23:21,495
46:56,1:11:47,1:17:17,1:37:05,1:42:39,2:04:49,2:33:57,3:48:08,10:23:45,494
46:57,1:11:49,1:17:20,1:37:08,1:42:42,2:04:53,2:34:03,3:48:17,10:24:09,493
46:59,1:11:52,1:17:23,1:37:12,1:42:46,2:04:58,2:34:09,3:48:26,10:24:33,492
47:01,1:11:55,1:17:26,1:37:15,1:42:50,2:05:03,2:34:15,3:48:35,10:24:57,491
47:02,1:11:57,1:17:29,1:37:19,1:42:54,2:05:08,2:34:21,3:48:45,10:25:22,490
47:04,1:12:00,1:17:31,1:37:22,1:42:58,2:05:12,2:34:27,3:48:54,10:25:46,489
47:06,1:12:03,1:17:34,1:37:26,1:43:01,2:05:17,2:34:33,3:49:03,10:26:10,488
47:07,1:12:05,1:17:37,1:37:30,1:43:05,2:05:22,2:34:39,3:49:12,10:26:34,487
47:09,1:12:08,1:17:40,1:37:33,1:43:09,2:05:27,2:34:45,3:49:22,10:26:58,486
47:11,1:12:10,1:17:43,1:37:37,1:43:13,2:05:31,2:34:51,3:49:31,10:27:23,485
47:13,1:12:13,1:17:46,1:37:40,1:43:17,2:05:36,2:34:57,3:49:40,10:27:47,484
47:14,1:12:16,1:17:49,1:37:44,1:43:20,2:05:41,2:35:03,3:49:50,10:28:11,483
47:16,1:12:18,1:17:51,1:37:48,1:43:24,2:05:46,2:35:09,3:49:59,10:28:36,482
47:18,1:12:21,1:17:54,1:37:51,1:43:28,2:05:50,2:35:15,3:50:08,10:29:00,481
47:20,1:12:24,1:17:57,1:37:55,1:43:32,2:05:55,2:35:21,3:50:18,10:29:25,480
47:21,1:12:26,1:18:00,1:37:59,1:43:36,2:06:00,2:35:27,3:50:27,10:29:49,479
47:23,1:12:29,1:18:03,1:38:02,1:43:40,2:06:05,2:35:33,3:50:36,10:30:13,478
47:25,1:12:32,1:18:06,1:38:06,1:43:44,2:06:10,2:35:39,3:50:46,10:30:38,477
47:26,1:12:34,1:18:09,1:38:09,1:43:47,2:06:14,2:35:45,3:50:55,10:31:02,476
47:28,1:12:37,1:18:12,1:38:13,1:43:51,2:06:19,2:35:51,3:51:05,10:31:27,475
47:30,1:12:40,1:18:15,1:38:17,1:43:55,2:06:24,2:35:57,3:51:14,10:31:51,474
47:32,1:12:43,1:18:17,1:38:20,1:43:59,2:06:29,2:36:03,3:51:23,10:32:16,473
47:33,1:12:45,1:18:20,1:38:24,1:44:03,2:06:34,2:36:09,3:51:33,10:32:41,472
47:35,1:12:48,1:18:23,1:38:28,1:44:07,2:06:38,2:36:15,3:51:42,10:33:05,471
47:37,1:12:51,1:18:26,1:38:31,1:44:11,2:06:43,2:36:21,3:51:52,10:33:30,470
47:39,1:12:53,1:18:29,1:38:35,1:44:14,2:06:48,2:36:28,3:52:01,10:33:55,469
47:40,1:12:56,1:18:32,1:38:39,1:44:18,2:06:53,2:36:34,3:52:11,10:34:19,468
47:42,1:12:59,1:18:35,1:38:42,1:44:22,2:06:58,2:36:40,3:52:20,10:34:44,467
47:44,1:13:01,1:18:38,1:38:46,1:44:26,2:07:03,2:36:46,3:52:30,10:35:09,466
47:46,1:13:04,1:18:41,1:38:50,1:44:30,2:07:07,2:36:52,3:52:39,10:35:34,465
47:47,1:13:07,1:18:44,1:38:53,1:44:34,2:07:12,2:36:58,3:52:49,10:35:58,464
47:49,1:13:10,1:18:47,1:38:57,1:44:38,2:07:17,2:37:04,3:52:58,10:36:23,463
47:51,1:13:12,1:18:49,1:39:01,1:44:42,2:07:22,2:37:11,3:53:08,10:36:48,462
47:53,1:13:15,1:18:52,1:39:05,1:44:46,2:07:27,2:37:17,3:53:17,10:37:13,461
47:54,1:13:18,1:18:55,1:39:08,1:44:50,2:07:32,2:37:23,3:53:27,10:37:38,460
47:56,1:13:20,1:18:58,1:39:12,1:44:54,2:07:37,2:37:29,3:53:36,10:38:03,459
47:58,1:13:23,1:19:01,1:39:16,1:44:57,2:07:42,2:37:35,3:53:46,10:38:28,458
48:00,1:13:26,1:19:04,1:39:19,1:45:01,2:07:46,2:37:41,3:53:56,10:38:53,457
48:02,1:13:29,1:19:07,1:39:23,1:45:05,2:07:51,2:37:48,3:54:05,10:39:18,456
48:03,1:13:31,1:19:10,1:39:27,1:45:09,2:07:56,2:37:54,3:54:15,10:39:43,455
48:05,1:13:34,1:19:13,1:39:31,1:45:13,2:08:01,2:38:00,3:54:24,10:40:08,454
48:07,1:13:37,1:19:16,1:39:34,1:45:17,2:08:06,2:38:06,3:54:34,10:40:33,453
48:09,1:13:40,1:19:19,1:39:38,1:45:21,2:08:11,2:38:12,3:54:44,10:40:58,452
48:10,1:13:42,1:19:22,1:39:42,1:45:25,2:08:16,2:38:19,3:54:53,10:41:23,451
48:12,1:13:45,1:19:25,1:39:46,1:45:29,2:08:21,2:38:25,3:55:03,10:41:49,450
48:14,1:13:48,1:19:28,1:39:49,1:45:33,2:08:26,2:38:31,3:55:13,10:42:14,449
48:16,1:13:51,1:19:31,1:39:53,1:45:37,2:08:31,2:38:37,3:55:22,10:42:39,448
48:18,1:13:53,1:19:34,1:39:57,1:45:41,2:08:36,2:38:44,3:55:32,10:43:04,447
48:19,1:13:56,1:19:37,1:40:01,1:45:45,2:08:41,2:38:50,3:55:42,10:43:30,446
48:21,1:13:59,1:19:40,1:40:04,1:45:49,2:08:46,2:38:56,3:55:51,10:43:55,445
48:23,1:14:02,1:19:43,1:40:08,1:45:53,2:08:51,2:39:03,3:56:01,10:44:20,444
48:25,1:14:04,1:19:46,1:40:12,1:45:57,2:08:56,2:39:09,3:56:11,10:44:46,443
48:27,1:14:07,1:19:49,1:40:16,1:46:01,2:09:01,2:39:15,3:56:21,10:45:11,442
48:28,1:14:10,1:19:52,1:40:19,1:46:05,2:09:06,2:39:21,3:56:30,10:45:37,441
48:30,1:14:13,1:19:55,1:40:23,1:46:09,2:09:11,2:39:28,3:56:40,10:46:02,440
48:32,1:14:16,1:19:58,1:40:27,1:46:13,2:09:16,2:39:34,3:56:50,10:46:28,439
48:34,1:14:18,1:20:01,1:40:31,1:46:17,2:09:21,2:39:40,3:57:00,10:46:53,438
48:36,1:14:21,1:20:04,1:40:35,1:46:21,2:09:26,2:39:47,3:57:09,10:47:19,437
48:37,1:14:24,1:20:07,1:40:38,1:46:25,2:09:31,2:39:53,3:57:19,10:47:44,436
48:39,1:14:27,1:20:10,1:40:42,1:46:29,2:09:36,2:39:59,3:57:29,10:48:10,435
48:41,1:14:30,1:20:13,1:40:46,1:46:33,2:09:41,2:40:06,3:57:39,10:48:36,434
48:43,1:14:32,1:20:16,1:40:50,1:46:37,2:09:46,2:40:12,3:57:49,10:49:01,433
48:45,1:14:35,1:20:19,1:40:54,1:46:41,2:09:51,2:40:18,3:57:59,10:49:27,432
48:47,1:14:38,1:20:22,1:40:57,1:46:45,2:09:56,2:40:25,3:58:09,10:49:53,431
48:48,1:14:41,1:20:25,1:41:01,1:46:49,2:10:01,2:40:31,3:58:18,10:50:19,430
48:50,1:14:44,1:20:28,1:41:05,1:46:53,2:10:06,2:40:38,3:58:28,10:50:44,429
48:52,1:14:46,1:20:31,1:41:09,1:46:57,2:10:11,2:40:44,3:58:38,10:51:10,428
48:54,1:14:49,1:20:34,1:41:13,1:47:02,2:10:16,2:40:50,3:58:48,10:51:36,427
48:56,1:14:52,1:20:37,1:41:17,1:47:06,2:10:21,2:40:57,3:58:58,10:52:02,426
48:58,1:14:55,1:20:40,1:41:20,1:47:10,2:10:26,2:41:03,3:59:08,10:52:28,425
48:59,1:14:58,1:20:43,1:41:24,1:47:14,2:10:31,2:41:10,3:59:18,10:52:54,424
49:01,1:15:01,1:20:46,1:41:28,1:47:18,2:10:36,2:41:16,3:59:28,10:53:20,423
49:03,1:15:03,1:20:49,1:41:32,1:47:22,2:10:41,2:41:23,3:59:38,10:53:46,422
49:05,1:15:06,1:20:52,1:41:36,1:47:26,2:10:46,2:41:29,3:59:48,10:54:12,421
49:07,1:15:09,1:20:56,1:41:40,1:47:30,2:10:52,2:41:35,3:59:58,10:54:38,420
49:09,1:15:12,1:20:59,1:41:44,1:47:34,2:10:57,2:41:42,4:00:08,10:55:04,419
49:10,1:15:15,1:21:02,1:41:48,1:47:38,2:11:02,2:41:48,4:00:18,10:55:30,418
49:12,1:15:18,1:21:05,1:41:51,1:47:42,2:11:07,2:41:55,4:00:28,10:55:56,417
49:14,1:15:21,1:21:08,1:41:55,1:47:47,2:11:12,2:42:01,4:00:38,10:56:23,416
49:16,1:15:23,1:21:11,1:41:59,1:47:51,2:11:17,2:42:08,4:00:48,10:56:49,415
49:18,1:15:26,1:21:14,1:42:03,1:47:55,2:11:22,2:42:14,4:00:58,10:57:15,414
49:20,1:15:29,1:21:17,1:42:07,1:47:59,2:11:27,2:42:21,4:01:08,10:57:42,413
49:22,1:15:32,1:21:20,1:42:11,1:48:03,2:11:33,2:42:27,4:01:18,10:58:08,412
49:23,1:15:35,1:21:23,1:42:15,1:48:07,2:11:38,2:42:34,4:01:28,10:58:34,411
49:25,1:15:38,1:21:26,1:42:19,1:48:11,2:11:43,2:42:40,4:01:38,10:59:01,410
49:27,1:15:41,1:21:30,1:42:23,1:48:16,2:11:48,2:42:47,4:01:49,10:59:27,409
49:29,1:15:44,1:21:33,1:42:27,1:48:20,2:11:53,2:42:54,4:01:59,10:59:54,408
49:31,1:15:47,1:21:36,1:42:31,1:48:24,2:11:58,2:43:00,4:02:09,11:00:20,407
49:33,1:15:49,1:21:39,1:42:35,1:48:28,2:12:04,2:43:07,4:02:19,11:00:47,406
49:35,1:15:52,1:21:42,1:42:38,1:48:32,2:12:09,2:43:13,4:02:29,11:01:13,405
49:37,1:15:55,1:21:45,1:42:42,1:48:36,2:12:14,2:43:20,4:02:39,11:01:40,404
49:39,1:15:58,1:21:48,1:42:46,1:48:41,2:12:19,2:43:26,4:02:50,11:02:06,403
49:40,1:16:01,1:21:51,1:42:50,1:48:45,2:12:25,2:43:33,4:03:00,11:02:33,402
49:42,1:16:04,1:21:55,1:42:54,1:48:49,2:12:30,2:43:40,4:03:10,11:03:00,401
49:44,1:16:07,1:21:58,1:42:58,1:48:53,2:12:35,2:43:46,4:03:20,11:03:26,400
49:46,1:16:10,1:22:01,1:43:02,1:48:57,2:12:40,2:43:53,4:03:31,11:03:53,399
49:48,1:16:13,1:22:04,1:43:06,1:49:02,2:12:45,2:43:59,4:03:41,11:04:20,398
49:50,1:16:16,1:22:07,1:43:10,1:49:06,2:12:51,2:44:06,4:03:51,11:04:47,397
49:52,1:16:19,1:22:10,1:43:14,1:49:10,2:12:56,2:44:13,4:04:01,11:05:14,396
49:54,1:16:22,1:22:14,1:43:18,1:49:14,2:13:01,2:44:19,4:04:12,11:05:41,395
49:56,1:16:24,1:22:17,1:43:22,1:49:19,2:13:06,2:44:26,4:04:22,11:06:07,394
49:57,1:16:27,1:22:20,1:43:26,1:49:23,2:13:12,2:44:33,4:04:32,11:06:34,393
49:59,1:16:30,1:22:23,1:43:30,1:49:27,2:13:17,2:44:39,4:04:43,11:07:01,392
50:01,1:16:33,1:22:26,1:43:34,1:49:31,2:13:22,2:44:46,4:04:53,11:07:28,391
50:03,1:16:36,1:22:29,1:43:38,1:49:36,2:13:28,2:44:53,4:05:03,11:07:55,390
50:05,1:16:39,1:22:33,1:43:42,1:49:40,2:13:33,2:45:00,4:05:14,11:08:23,389
50:07,1:16:42,1:22:36,1:43:46,1:49:44,2:13:38,2:45:06,4:05:24,11:08:50,388
50:09,1:16:45,1:22:39,1:43:50,1:49:48,2:13:44,2:45:13,4:05:35,11:09:17,387
50:11,1:16:48,1:22:42,1:43:54,1:49:53,2:13:49,2:45:20,4:05:45,11:09:44,386
50:13,1:16:51,1:22:45,1:43:58,1:49:57,2:13:54,2:45:26,4:05:56,11:10:11,385
50:15,1:16:54,1:22:49,1:44:03,1:50:01,2:14:00,2:45:33,4:06:06,11:10:39,384
50:17,1:16:57,1:22:52,1:44:07,1:50:06,2:14:05,2:45:40,4:06:16,11:11:06,383
50:19,1:17:00,1:22:55,1:44:11,1:50:10,2:14:10,2:45:47,4:06:27,11:11:33,382
50:21,1:17:03,1:22:58,1:44:15,1:50:14,2:14:16,2:45:54,4:06:37,11:12:01,381
50:23,1:17:06,1:23:02,1:44:19,1:50:19,2:14:21,2:46:00,4:06:48,11:12:28,380
50:24,1:17:09,1:23:05,1:44:23,1:50:23,2:14:26,2:46:07,4:06:58,11:12:56,379
50:26,1:17:12,1:23:08,1:44:27,1:50:27,2:14:32,2:46:14,4:07:09,11:13:23,378
50:28,1:17:15,1:23:11,1:44:31,1:50:31,2:14:37,2:46:21,4:07:20,11:13:51,377
50:30,1:17:18,1:23:14,1:44:35,1:50:36,2:14:43,2:46:28,4:07:30,11:14:18,376
50:32,1:17:21,1:23:18,1:44:39,1:50:40,2:14:48,2:46:34,4:07:41,11:14:46,375
50:34,1:17:24,1:23:21,1:44:43,1:50:45,2:14:53,2:46:41,4:07:51,11:15:13,374
50:36,1:17:27,1:23:24,1:44:47,1:50:49,2:14:59,2:46:48,4:08:02,11:15:41,373
50:38,1:17:30,1:23:28,1:44:52,1:50:53,2:15:04,2:46:55,4:08:12,11:16:09,372
50:40,1:17:33,1:23:31,1:44:56,1:50:58,2:15:10,2:47:02,4:08:23,11:16:36,371
50:42,1:17:36,1:23:34,1:45:00,1:51:02,2:15:15,2:47:09,4:08:34,11:17:04,370
50:44,1:17:39,1:23:37,1:45:04,1:51:06,2:15:21,2:47:16,4:08:44,11:17:32,369
50:46,1:17:42,1:23:41,1:45:08,1:51:11,2:15:26,2:47:22,4:08:55,11:18:00,368
50:48,1:17:45,1:23:44,1:45:12,1:51:15,2:15:31,2:47:29,4:09:06,11:18:28,367
50:50,1:17:48,1:23:47,1:45:16,1:51:20,2:15:37,2:47:36,4:09:17,11:18:56,366
50:52,1:17:51,1:23:50,1:45:21,1:51:24,2:15:42,2:47:43,4:09:27,11:19:24,365
50:54,1:17:55,1:23:54,1:45:25,1:51:28,2:15:48,2:47:50,4:09:38,11:19:52,364
50:56,1:17:58,1:23:57,1:45:29,1:51:33,2:15:53,2:47:57,4:09:49,11:20:20,363
50:58,1:18:01,1:24:00,1:45:33,1:51:37,2:15:59,2:48:04,4:09:59,11:20:48,362
51:00,1:18:04,1:24:04,1:45:37,1:51:42,2:16:04,2:48:11,4:10:10,11:21:16,361
51:02,1:18:07,1:24:07,1:45:41,1:51:46,2:16:10,2:48:18,4:10:21,11:21:44,360
51:04,1:18:10,1:24:10,1:45:46,1:51:50,2:16:15,2:48:25,4:10:32,11:22:12,359
51:06,1:18:13,1:24:14,1:45:50,1:51:55,2:16:21,2:48:32,4:10:43,11:22:41,358
51:08,1:18:16,1:24:17,1:45:54,1:51:59,2:16:26,2:48:39,4:10:54,11:23:09,357
51:10,1:18:19,1:24:20,1:45:58,1:52:04,2:16:32,2:48:46,4:11:04,11:23:37,356
51:12,1:18:22,1:24:24,1:46:02,1:52:08,2:16:38,2:48:53,4:11:15,11:24:06,355
51:14,1:18:25,1:24:27,1:46:07,1:52:13,2:16:43,2:49:00,4:11:26,11:24:34,354
51:16,1:18:29,1:24:30,1:46:11,1:52:17,2:16:49,2:49:07,4:11:37,11:25:02,353
51:18,1:18:32,1:24:34,1:46:15,1:52:22,2:16:54,2:49:14,4:11:48,11:25:31,352
51:20,1:18:35,1:24:37,1:46:19,1:52:26,2:17:00,2:49:21,4:11:59,11:25:59,351
51:22,1:18:38,1:24:40,1:46:24,1:52:31,2:17:05,2:49:28,4:12:10,11:26:28,350
51:24,1:18:41,1:24:44,1:46:28,1:52:35,2:17:11,2:49:35,4:12:21,11:26:57,349
51:26,1:18:44,1:24:47,1:46:32,1:52:40,2:17:17,2:49:42,4:12:32,11:27:25,348
51:28,1:18:47,1:24:51,1:46:36,1:52:44,2:17:22,2:49:50,4:12:43,11:27:54,347
51:30,1:18:50,1:24:54,1:46:41,1:52:49,2:17:28,2:49:57,4:12:54,11:28:23,346
51:32,1:18:54,1:24:57,1:46:45,1:52:53,2:17:34,2:50:04,4:13:05,11:28:52,345
51:34,1:18:57,1:25:01,1:46:49,1:52:58,2:17:39,2:50:11,4:13:16,11:29:20,344
51:36,1:19:00,1:25:04,1:46:53,1:53:02,2:17:45,2:50:18,4:13:27,11:29:49,343
51:38,1:19:03,1:25:08,1:46:58,1:53:07,2:17:51,2:50:25,4:13:38,11:30:18,342
51:40,1:19:06,1:25:11,1:47:02,1:53:11,2:17:56,2:50:32,4:13:49,11:30:47,341
51:42,1:19:09,1:25:14,1:47:06,1:53:16,2:18:02,2:50:40,4:14:00,11:31:16,340
51:44,1:19:12,1:25:18,1:47:11,1:53:21,2:18:08,2:50:47,4:14:11,11:31:45,339
51:47,1:19:16,1:25:21,1:47:15,1:53:25,2:18:13,2:50:54,4:14:22,11:32:14,338
51:49,1:19:19,1:25:25,1:47:19,1:53:30,2:18:19,2:51:01,4:14:34,11:32:43,337
