Rank,IAAF Points,Distance,Finish Time,Joggler,Gender,Nationality,Date,Drops,Notes / Result Links
1403,28,3b Marathon,3:59:46.00,Daniel Raum,M,AUT,22/04/2018,?,https://services.datasport.com/2018/lauf/zuerich/alfar.htm
1404,28,3b 800m,0:02:50.00,Mark Fiore,M,USA,20/07/2013,?,IJA Database
1405,28,3b 800m,0:02:50.80,Paul Arneberg,M,0,20/07/2011,?,IJA Database
1406,28,3b 800m,0:02:50.68,Christoph Mitasch,M,AUT,17/07/2007,?,https://dev.juggle.org/history/champs/champs2007.php
1407,28,3b 800m,0:02:50.78,Matt Hall,M,USA,17/07/2007,?,https://dev.juggle.org/history/champs/champs2007.php
1408,28,3b 800m,0:02:50.60,Brady Xue,M,USA,2022,?,IJA Database
1409,27,3b 400m,0:01:41.91,Verena Rau,F,DEU,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1410,27,3b 400m,0:01:41.38,Christina-Anna Senser,F,DEU,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1411,27,3b 400m,0:01:41.94,Yvonne Burchartz,F,DEU,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1412,27,3b 5km,0:22:20.00,Kacper Suchora,M,POL,27/07/2024,2,https://www.parkrun.pl/ogrodsaski/results/192/
1413,27,3b 400m,0:01:41.32,Anna Kruk,F,POL,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
1414,27,3b 5km,0:22:21.00,Jake Lodge,M,GBR,14/01/2023,4,https://www.strava.com/activities/8390331189  https://www.parkrun.org.uk/brighouse/results/231/
1415,27,3b 800m,0:03:50.20,Rebecca Moore,F,0,15/07/2017,?,IJA Database
1416,27,3b 200m,0:00:42.82,Sydney Paugh,F,0,20/07/2011,?,IJA Database
1417,27,3b 200m,0:00:42.10,Heather Marriott,F,USA,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1418,27,3b 400m,0:01:41.11,Amanda Richter,F,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1419,27,3b Marathon,3:59:51.00,Perry Romanowski,M,USA,06/06/2004,?,https://marathonview.net/result/60090344
1420,27,3b Mile,0:06:27.01,Andrew Swan,M,0,28/07/2001,?,https://dev.juggle.org/history/champs/champs2001.php
1421,27,3b 5km,0:22:21.00,Jamie Whoolery,M,0,30/07/1999,?,IJA Database
1422,27,3b 400m,0:01:41.00,Joanne Swaim,F,0,30/07/1999,?,IJA Database
1423,27,3b 200m,0:00:42.00,Skye Jerpbak,F,0,2022,?,IJA Database
1424,26,3b 5km,0:22:23.00,Kacper Suchora,M,POL,19/10/2024,?,https://www.parkrun.pl/mlynowkakrolewska/results/54/
1425,26,3b 5km,0:22:22.00,Scott Jenkins,M,GBR,24/09/2022,?,https://www.strava.com/activities/7858042399
1426,26,3b 5km,0:22:22.00,Scott Jenkins,M,GBR,12/03/2022,?,
1427,25,3b 400m,0:01:14.38,Finn Mertens,M,BEL,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1428,25,3b 400m,0:01:14.25,Samuel Tittelein,M,FRA,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1429,25,3b 400m,0:01:14.88,Shimon Levikov,M,DEU,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1430,25,3b 5km,0:32:03.00,Karly Swaim,F,USA,16/08/2025,?,https://www.parkrun.org.uk/oriam/results/209/
1431,25,3b 400m,0:01:14.17,Finn Mertens,M,BEL,09/08/2025,?,EJC results in Joggler's United Group
1432,25,3b 400m,0:01:14.48,Kevin Niittyviita,M,FIN,09/08/2025,?,EJC results in Joggler's United Group
1433,25,3b 400m,0:01:14.67,Robbe Mertens,M,BEL,09/08/2025,?,EJC results in Joggler's United Group
1434,25,3b 400m,0:01:14.63,Jacob Cowan,M,0,19/07/2025,?,IJA Database
1435,25,3b 5km,0:22:24.00,Kacper Suchora,M,POL,03/08/2024,2,https://www.parkrun.pl/mlynowkakrolewska/results/latestresults/
1436,25,3b 400m,0:01:14.22,Sebastian Siwiec,M,POL,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
1437,25,3b 400m,0:01:14.70,Thomas Boiteux,M,FRA,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
1438,25,3b Half Marathon,1:48:43.00,Scott Boehret,M,USA,23/04/2023,1,https://runsignup.com/Race/Results/11383/?customResultsPageId=61903&segmentId=406332&row=261
1439,25,3b 400m,0:01:14.30,Jacob Heimer,M,0,15/07/2017,?,IJA Database
1440,25,3b 400m,0:01:14.90,Ben Thompson,M,0,02/08/2014,?,IJA Database
1441,25,3b 400m,0:01:14.80,Jared Janssen,M,0,02/08/2014,?,IJA Database
1442,25,3b Marathon,4:00:43.00,Richard Ross,M,USA,07/04/2013,?,https://marathonview.net/result/66848234
1443,25,3b 400m,0:01:14.80,Michael Barreto,M,0,20/07/2011,?,IJA Database
1444,25,3b 400m,0:01:14.50,Paul Arneberg,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1445,25,3b 400m,0:01:14.81,Paul Arneberg,M,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1446,25,3b 400m,0:01:14.91,Greg Warrington,M,0,17/07/2007,?,https://dev.juggle.org/history/champs/champs2007.php
1447,25,3b 400m,0:01:14.00,Chris Essick,M,USA,19/07/2005,?,https://dev.juggle.org/history/champs/champs2005.php
1448,25,3b 400m,0:01:14.11,Mike Draney,M,0,28/07/2001,?,https://dev.juggle.org/history/champs/champs2001.php
1449,25,3b 400m,0:01:14.59,Mark Cembrowski,M,0,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
1450,25,3b 400m,0:01:14.00,Nate Seefeldt,M,0,30/07/1999,?,IJA Database
1451,25,3b 400m,0:01:14.20,Darin Marriott,M,USA,15/07/1998,?,IJA Database
1452,24,3b 100m,0:00:16.37,Kevin Niittyviita,M,FIN,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1453,24,3c 100m,0:00:16.85,Kevin Niittyviita,M,FIN,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1454,24,3c 100m,0:00:16.01,Stijn Westerbeek,M,NLD,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1455,24,3b 100m,0:00:16.15,Timothy Ross,M,USA,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1456,24,3b 100m,0:00:16.09,Vojtech Holicky,M,CZE,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1457,24,3b 100m,0:00:16.47,Ben-Janning Hackbarth,M,DEU,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1458,24,3b 100m,0:00:16.90,Krzysztof Riewold,M,POL,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1459,24,3c 100m,0:00:16.63,Stijn Westerbeek,M,NLD,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1460,24,3b 100m,0:00:16.68,Bence Onodi,M,HUN,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1461,24,3c 100m,0:00:16.63,David Lohuis,M,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1462,24,3b 100m,0:00:16.97,Jan Marc Daumin,M,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1463,24,3b 100m,0:00:16.36,Junya Inoue,M,JPN,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1464,24,3b 100m,0:00:16.38,Kevin Niittyviita,M,FIN,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1465,24,3b 100m,0:00:16.10,Luca Pferdmenges,M,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1466,24,3b 100m,0:00:16.91,Pavol Hlavaty,M,SVK,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1467,24,3c 100m,0:00:16.94,Tamino Larisch,M,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1468,24,3b 100m,0:00:16.68,Uros Marolt,M,SVN,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1469,24,3b 100m,0:00:16.82,Alistair Richards,M,GBR,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1470,24,3b 100m,0:00:16.35,Joe Kara,M,AUS,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1471,24,3c 100m,0:00:16.66,Karel Schuller,M,NLD,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1472,24,3b 100m,0:00:16.59,Matteo Sicamois,M,ITA,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1473,24,3b 100m,0:00:16.91,Matteo Sicamois,M,ITA,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1474,24,3b 100m,0:00:16.85,Samuel Tittelein,M,FRA,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1475,24,3b 100m,0:00:16.31,Timothy Ross,M,USA,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1476,24,3b 100m,0:00:16.47,Timothy Ross,M,USA,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1477,24,3b 100m,0:00:16.95,Chris Edwin,M,GBR,17/05/2026,0,https://youtu.be/-gnFLehz9Kw?si=3YVP1UssuSCdt4B3
1478,24,3b 100m,0:00:16.17,Cajus Fahrenkamp,M,DEU,09/08/2025,?,EJC results in Joggler's United Group
1479,24,3b 100m,0:00:16.35,Eyal Bor,M,MEX,09/08/2025,?,EJC results in Joggler's United Group
1480,24,3c 100m,0:00:16.98,Karel Schuller,M,NLD,09/08/2025,?,EJC results in Joggler's United Group
1481,24,3b 100m,0:00:16.47,Kaupo Pilder,M,EST,09/08/2025,?,EJC results in Joggler's United Group
1482,24,3b 100m,0:00:16.29,Krzysztof Riewold,M,POL,09/08/2025,?,EJC results in Joggler's United Group
1483,24,3b 100m,0:00:16.81,Marvin Kuster,M,DEU,09/08/2025,?,EJC results in Joggler's United Group
1484,24,3b 100m,0:00:16.42,Nathan Nard,M,0,19/07/2025,?,IJA Database
1485,24,3b 100m,0:00:16.11,Jake Lodge,M,GBR,21/04/2024,0,Manually recorded
1486,24,4b 100m,0:00:16.42,Scott Jenkins,M,GBR,20/04/2024,0,Manually recorded by Chris Edwin
1487,24,3b 100m,0:00:16.37,Draco Tong,M,0,22/07/2023,?,IJA Database
1488,24,3b 100m,0:00:16.45,Jacob Heimer,M,0,22/07/2023,?,IJA Database
1489,24,3b 1000m,0:03:45.00,Yaroshenko Stepan,M,RUS,25/7/2021,?,https://vk.com/wall-16055255_8154
1490,24,3b Marathon,4:01:12.00,Nigel Wakita,M,CAN,05/05/2019,6,https://www.instagram.com/p/BxGYO6IgjoJ/?hl=en
1491,24,3b 100m,0:00:16.77,Bennett Santora,M,0,24/07/2018,?,IJA Database
1492,24,3b 100m,0:00:16.18,Garrett Borawski,M,0,24/07/2018,?,IJA Database
1493,24,3b 100m,0:00:16.93,Isaac Cantor,M,0,24/07/2018,?,IJA Database
1494,24,3b 100m,0:00:16.50,Peter Holmquist,M,0,24/07/2018,?,IJA Database
1495,24,3b 100m,0:00:16.34,Mike Moore,M,USA,15/07/2017,?,IJA Database
1496,24,3b 100m,0:00:16.38,Peter Holmquist,M,0,15/07/2017,?,IJA Database
1497,24,3b 100m,0:00:16.09,Jeff Lutkus,M,USA,30/07/2016,?,IJA Database
1498,24,3b 100m,0:00:16.78,Neil Jordan,M,0,30/07/2016,?,IJA Database
1499,24,3b 100m,0:00:16.59,Ian O'Donnell,M,0,25/07/2015,?,IJA Database
1500,24,3b 100m,0:00:16.19,Jay Casper,M,0,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
1501,24,3b 100m,0:00:16.58,Jonah Botinick-Greenhouse,M,USA,25/07/2015,?,IJA Database
1502,24,3b 100m,0:00:16.58,Max Schlech,M,0,25/07/2015,?,IJA Database
1503,24,3b 100m,0:00:16.20,Bryan Harris,M,0,02/08/2014,?,IJA Database
1504,24,3b 100m,0:00:16.80,Jason Hollandsworth,M,0,02/08/2014,?,IJA Database
1505,24,3b 100m,0:00:16.60,Len Ferman,M,USA,02/08/2014,?,IJA Database
1506,24,3b 100m,0:00:16.80,Nick Thomas,M,0,20/07/2013,?,IJA Database
1507,24,5b 100m,0:00:16.80,Albert Lucas,M,USA,21/07/2012,?,IJA Database
1508,24,3b 100m,0:00:16.30,Alex Koren,M,0,21/07/2012,?,IJA Database
1509,24,3b 100m,0:00:16.90,Chris Dokler,M,0,21/07/2012,?,IJA Database
1510,24,3b 100m,0:00:16.90,Chris Lovdal,M,USA,21/07/2012,?,IJA Database
1511,24,3b 100m,0:00:16.90,Graham Rowe,M,0,21/07/2012,?,IJA Database
1512,24,3b 100m,0:00:16.40,Mark Fiore,M,USA,21/07/2012,?,IJA Database
1513,24,3b 100m,0:00:16.00,Reid Johnson,M,0,21/07/2012,?,IJA Database
1514,24,3b 100m,0:00:16.91,Andrew Ruiz,M,0,20/07/2011,?,IJA Database
1515,24,3b 100m,0:00:16.66,Colin Revere,M,0,20/07/2011,?,IJA Database
1516,24,3b 100m,0:00:16.69,Daniel Rose,M,0,20/07/2011,?,IJA Database
1517,24,3b 100m,0:00:16.30,Dave Kadlec,M,0,20/07/2011,?,IJA Database
1518,24,3b 100m,0:00:16.40,Kevin Giblin,M,0,20/07/2011,?,IJA Database
1519,24,3b 100m,0:00:16.61,Mike Moore,M,USA,20/07/2011,?,IJA Database
1520,24,3b 100m,0:00:16.04,Paul Arneberg,M,0,20/07/2011,?,IJA Database
1521,24,3b 100m,0:00:16.00,Chris Olson,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1522,24,3b 100m,0:00:16.00,Colin Revere,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1523,24,3b 100m,0:00:16.30,Evan Peter,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1524,24,3b 100m,0:00:16.60,Kyler McClintock,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1525,24,3b 100m,0:00:16.60,Austin Bruckner,M,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1526,24,3b 100m,0:00:16.06,Daniel Rose,M,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1527,24,3b 100m,0:00:16.16,Jack Levy,M,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1528,24,3b 100m,0:00:16.03,Matt Gifford,M,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1529,24,3b 100m,0:00:16.07,Peter Blanchard,M,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1530,24,3b 100m,0:00:16.28,Gus Tate,M,USA,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
1531,24,3b 100m,0:00:16.10,Mike Monson,M,0,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
1532,24,3b 100m,0:00:16.87,Andrew Swan,M,0,17/07/2007,?,https://dev.juggle.org/history/champs/champs2007.php
1533,24,3b 100m,0:00:16.66,Barry Goldmeier,M,USA,17/07/2007,?,https://dev.juggle.org/history/champs/champs2007.php
1534,24,3b 5km,0:22:27.00,Christoph Mitasch,M,AUT,17/07/2007,?,https://dev.juggle.org/history/champs/champs2007.php
1535,24,3b 100m,0:00:16.90,Marco Paoletti,M,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1536,24,3b 100m,0:00:16.57,Mike Monson,M,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1537,24,3b 100m,0:00:16.15,Sam Nerenhaus,M,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1538,24,3b 100m,0:00:16.30,Andrew Swan,M,0,19/07/2005,?,https://dev.juggle.org/history/champs/champs2005.php
1539,24,3b 100m,0:00:16.70,Jeremy Stanley,M,0,19/07/2005,?,https://dev.juggle.org/history/champs/champs2005.php
1540,24,3b 100m,0:00:16.09,Dan Tasse,M,0,13/07/2004,?,https://dev.juggle.org/history/champs/champs2004.php
1541,24,3b 100m,0:00:16.44,Gabe Jakubisin,M,0,13/07/2004,?,https://dev.juggle.org/history/champs/champs2004.php
1542,24,3b 100m,0:00:16.00,Andrew Swan,M,0,17/07/2002,?,https://dev.juggle.org/history/champs/champs2002.php
1543,24,3b 100m,0:00:16.50,Chris Laco,M,0,17/07/2002,?,https://dev.juggle.org/history/champs/champs2002.php
1544,24,3b 100m,0:00:16.30,Marlin Ballard,M,0,17/07/2002,?,https://dev.juggle.org/history/champs/champs2002.php
1545,24,3b 100m,0:00:16.03,Andrew Swan,M,0,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
1546,24,3b 100m,0:00:16.80,Bill Giduz,M,USA,30/07/1999,?,IJA Database
1547,24,3b 100m,0:00:16.10,Bill Giduz,M,USA,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
1548,24,3b 100m,0:00:16.60,Chuck Hawley,M,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
1549,24,3b 100m,0:00:16.60,Keith Tollefson,M,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
1550,24,3b 100m,0:00:16.10,Jim Steffens,M,0,19/07/1995,?,https://dev.juggle.org/history/champs/champs1995.php
1551,24,3b 100m,0:00:16.20,Bill Giduz,M,USA,13/08/1994,?,https://dev.juggle.org/history/champs/champs1994.php
1552,24,3b 100m,0:00:16.10,Bill Giduz,M,USA,26/07/1986,?,http://www.juggling.org/orgs/ija/champs.txt
1553,24,3b 100m,0:00:16.84,Daniel Raum,M,AUT,2024,?,IJA Database
1554,24,3b 100m,0:00:16.90,Len Ferman,M,USA,2022,?,IJA Database
1555,24,4b 100m,0:00:16.25,Michal Kapral,M,CAN,2022,?,IJA Database
1556,24,4b 100m,0:00:16.45,Michal Kapral,M,CAN,2022,0,https://www.youtube.com/watch?v=mUf639tqH-o
1557,24,3b 100m,0:00:16.50,David Pavlove Cunsolo,M,0,2020,?,IJA Database
1558,23,3b 5km,0:22:28.00,David Benz,M,DEU,04/08/2025,?,EJC results in Joggler's United Group
1559,23,3b 1500m,0:06:01.20,Eric Raivo,M,0,11/07/2024,?,"IJA Database, Giduz 1500m"
1560,23,3b 1500m,0:06:01.68,Mark Fiore,M,USA,11/07/2024,?,"IJA Database, Giduz 1500m"
1561,23,3b 5km,0:32:10.00,Mary Geeves,F,0,15/07/2017,?,https://www.juggle.org/enewsletter/2017-07
1562,23,3b 5km,0:32:11.00,Mary Geeves,F,0,15/07/2017,?,IJA Database
1563,23,3b 800m,0:02:51.00,Sean Carney,M,USA,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1564,23,3b 800m,0:02:51.70,Marco Paoletti,M,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1565,23,3b 5km,0:22:29.00,Jerry Kurtz,M,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
1566,22,3b 5km,0:22:31.00,Karel Schuller,M,NLD,17/01/2026,0,"https://www.parkrun.co.nl/karpendonkseplas/results/231/
https://strava.app.link/cT0e6ixZZZb"
1567,22,3b 5km,0:22:31.00,Kacper Suchora,M,POL,15/03/2025,3,https://www.parkrun.pl/mlynowkakrolewska/results/75
1568,22,3b 800m,0:03:52.60,Kaylyn Schull,F,0,22/07/2023,?,IJA Database
1569,22,3b 800m,0:03:52.20,Alayna Bowlin,F,0,02/08/2014,?,IJA Database
1570,22,3b 800m,0:03:52.00,Alayna Bowlin,F,0,20/07/2013,?,IJA Database
1571,22,3b 800m,0:03:52.00,Dorothy Finnigan,F,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1572,22,3b 5km,0:22:30.00,Darren Samson,M,0,13/08/1994,?,"https://dev.juggle.org/history/champs/champs1994.php, Billy Gillen Memorial 5km"
1573,21,3b 400m,0:01:42.73,Katerina Matulova,F,CZE,09/08/2025,?,EJC results in Joggler's United Group
1574,21,3b Half Marathon,1:49:19.00,David Tate,M,USA,24/07/2025,0,https://x.com/dren_braves/status/1948468782567227464?t=d3Kr02-bNWZ-La8SVaS9IA&s=19
1575,21,3b Half Marathon,1:49:18.00,Jake Lodge,M,GBR,17/09/2022,?,https://www.strava.com/activities/7822440712  https://live.ultimate.dk/desktop/front/index.php?eventid=5388&ignoreuseragent=true
1576,21,3b 5km,0:22:33.00,Gavin Levenstein,M,ZAF,08/08/2022,?,https://www.parkrun.co.za/northbeach/results/409/
1577,21,3b 5km,0:22:32.00,Scott Jenkins,M,GBR,25/09/2021,?,
1578,21,3b 5km,0:32:18.00,Karly Swaim,F,USA,01/12/2019,?,https://runsignup.com/Race/Results/38943/#resultSetId-182064;page:2;perpage:100
1579,21,3b 400m,0:01:42.50,Riga Moettus,F,USA,25/07/2015,?,IJA Database
1580,21,3b 400m,0:01:42.00,Erin Warfield,F,0,20/07/2013,?,IJA Database
1581,21,3b 400m,0:01:42.78,Hannah Stoehr,F,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1582,21,3b 400m,0:01:42.00,Iman deLachotta-Lizarazu,F,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
1583,21,3b 400m,0:01:42.00,Becky Provance,F,0,19/07/1995,?,https://dev.juggle.org/history/champs/champs1995.php
1584,21,3b Mile,0:08:57.00,Becky Provance,F,0,19/07/1995,?,https://dev.juggle.org/history/champs/champs1995.php
1585,21,3b 1000m,0:03:46.70,Brady Xue,M,USA,2023,?,IJA Database
1586,20,3b 5km,0:22:35.00,Michal Kapral,M,CAN,24/05/2025,0,https://www.parkrun.ca/victoriaparkbeachcobourg/results/4/
1587,20,3b 5km,0:22:34.00,Jake Lodge,M,GBR,18/03/2023,?,https://www.parkrun.org.uk/nobles/results/224/  https://www.parkrun.org.uk/nobles/news/2023/03/21/nobles-parkrun-event-224/   https://www.instagram.com/p/Cp7aQ-iDjkc/
1588,20,3b 5km,0:22:35.50,Ben Schoenberg,M,0,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
1589,20,3b 5km,0:22:34.40,Jay Pittman ,M,0,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
1590,19,3b Marathon,4:03:01.00,Benjamin Chognot,M,AUT,02/05/2026,23,https://balancer.pentek-timing.at/results.html?pnr=14723&cnr=1
1591,19,3b 5km,0:22:36.00,Lars Clauss,M,DEU,04/08/2025,?,EJC results in Joggler's United Group
1592,19,3b 5km,0:22:37.00,Scott Jenkins,M,GBR,14/08/2021,?,
1593,19,3b 5km,0:22:37.00,Joshua Pichotta,M,USA,11/08/2018,?,"https://www.parkrun.us/eagan/news/2018/08/17/lots-of-balls-in-the-air-eagan-parkrun-64-run-report/
https://www.parkrun.us/eagan/results/64/"
1594,19,3b 5km,0:22:37.00,Paul Arneberg,M,0,15/07/2017,?,https://www.juggle.org/enewsletter/2017-07
1595,19,3b 5km,0:22:37.70,Paul Arneberg,M,0,15/07/2017,?,IJA Database
1596,19,3b 800m,0:02:52.69,Ben Fry,M,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1597,19,3b 800m,0:02:52.60,Matt Baum,M,0,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
1598,19,3b 5km,0:22:37.00,Reese Edwards,M,0,19/07/1995,?,https://dev.juggle.org/history/champs/champs1995.php
1599,19,3b 5km,0:22:36.10,Steve Otteson,M,0,20/07/1991,?,http://www.juggling.org/orgs/ija/champs.txt
1600,18,3b Mile,0:06:32.00,Alistair Richards,M,GBR,08/08/2026,?,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
1601,18,3b 10km,0:49:22.00,Daniel Raum,M,AUT,02/12/2023,?,https://www.datasport.com/live/ranking/?racenr=25167#9_660AEB      https://www.alphafoto.com/images.php?runID=1597&sn=4014
1602,18,3b 5km,0:22:39.00,Jake Lodge,M,GBR,11/11/2023,?,https://www.strava.com/activities/10197880347  https://www.parkrun.org.uk/cliffecastle/results/198/
1603,18,3b 5km,0:22:38.00,Scott Jenkins,M,GBR,23/09/2023,2,https://www.parkrun.org.uk/penallta/results/346/
1604,18,3b Marathon,4:03:25.00,Justin Delong,M,USA,08/03/2020,?,https://www.instagram.com/p/B9n74FxlkSX/  http://results2.xacte.com/#/e/2353/searchable
1605,17,4b 5km,0:22:40.00,Dominic Lodge,M,GBR,17/08/2025,?,
1606,17,3b 5km,0:22:41.00,Scott Jenkins,M,GBR,04/03/2023,0,https://www.strava.com/activities/8656799309
1607,17,3b Half Marathon,1:50:06.14,Sterling Franklin,M,USA,2025,?,IJA Database
1608,16,3b Mile,0:06:33.00,Shimon Levikov,M,DEU,08/08/2026,?,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
1609,16,3b 400m,0:01:15.34,Kevin Niittyviita,M,FIN,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1610,16,3b 400m,0:01:15.10,Shimon Levikov,M,DEU,09/08/2025,?,EJC results in Joggler's United Group
1611,16,3b 5km,0:22:43.00,Kacper Suchora,M,POL,05/10/2024,?,https://www.parkrun.pl/mlynowkakrolewska/results/52/
1612,16,3b 400m,0:01:15.80,Chris Edwin,M,GBR,20/04/2024,0,Manually recorded
1613,16,4b 5km,0:22:44.00,Scott Jenkins,M,GBR,20/04/2024,15,Manually recorded by Chris Edwin
1614,16,3b 400m,0:01:15.64,Kaupo Pilder,M,EST,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
